"Cells"	"Patients"
"B6_P3_M53_L001"	"P20"
"B6_P4_M53_L001"	"P20"
"B7_P1_M53_L001"	"P20"
"B7_P2_M53_L001"	"P20"
"B7_P3_M53_L001"	"P20"
"B7_P4_M53_L001"	"P20"
"B8_P1_M53_L001"	"P20"
"B8_P3_M53_L001"	"P20"
"B9_P2_M53_L001"	"P20"
"B9_P4_M53_L001"	"P20"
"C10_P4_M53_L001"	"P20"
"C11_P1_M53_L001"	"P20"
"C11_P3_M53_L001"	"P20"
"C12_P2_M53_L001"	"P20"
"C12_P4_M53_L001"	"P20"
"C1_P1_M53_L001"	"P20"
"C2_P3_M53_L001"	"P20"
"C3_P4_M53_L001"	"P20"
"C4_P1_M53_L001"	"P20"
"C4_P2_M53_L001"	"P20"
"C4_P4_M53_L001"	"P20"
"C5_P4_M53_L001"	"P20"
"C6_P1_M53_L001"	"P20"
"C6_P2_M53_L001"	"P20"
"C6_P3_M53_L001"	"P20"
"C7_P4_M53_L001"	"P20"
"C8_P2_M53_L001"	"P20"
"C8_P3_M53_L001"	"P20"
"C9_P1_M53_L001"	"P20"
"C9_P2_M53_L001"	"P20"
"D10_P2_M53_L001"	"P20"
"D11_P2_M53_L001"	"P20"
"D12_P2_M53_L001"	"P20"
"D12_P4_M53_L001"	"P20"
"D1_P1_M53_L001"	"P20"
"D1_P2_M53_L001"	"P20"
"D1_P3_M53_L001"	"P20"
"D1_P4_M53_L001"	"P20"
"D3_P3_M53_L001"	"P20"
"D3_P4_M53_L001"	"P20"
"D4_P1_M53_L001"	"P20"
"D4_P3_M53_L001"	"P20"
"D5_P2_M53_L001"	"P20"
"D5_P3_M53_L001"	"P20"
"D5_P4_M53_L001"	"P20"
"D6_P2_M53_L001"	"P20"
"D6_P4_M53_L001"	"P20"
"D7_P1_M53_L001"	"P20"
"D7_P4_M53_L001"	"P20"
"D8_P1_M53_L001"	"P20"
"D8_P4_M53_L001"	"P20"
"D9_P1_M53_L001"	"P20"
"D9_P2_M53_L001"	"P20"
"D9_P3_M53_L001"	"P20"
"E10_P3_M53_L001"	"P20"
"E10_P4_M53_L001"	"P20"
"E11_P2_M53_L001"	"P20"
"E11_P4_M53_L001"	"P20"
"E12_P1_M53_L001"	"P20"
"E12_P2_M53_L001"	"P20"
"E12_P3_M53_L001"	"P20"
"E1_P1_M53_L001"	"P20"
"E1_P3_M53_L001"	"P20"
"E1_P4_M53_L001"	"P20"
"E2_P4_M53_L001"	"P20"
"E3_P1_M53_L001"	"P20"
"E3_P2_M53_L001"	"P20"
"E4_P1_M53_L001"	"P20"
"E4_P3_M53_L001"	"P20"
"E5_P2_M53_L001"	"P20"
"E6_P2_M53_L001"	"P20"
"E6_P4_M53_L001"	"P20"
"E7_P1_M53_L001"	"P20"
"E7_P4_M53_L001"	"P20"
"E8_P1_M53_L001"	"P20"
"E8_P2_M53_L001"	"P20"
"E8_P3_M53_L001"	"P20"
"E9_P1_M53_L001"	"P20"
"E9_P2_M53_L001"	"P20"
"E9_P3_M53_L001"	"P20"
"E9_P4_M53_L001"	"P20"
"F10_P1_M53_L001"	"P20"
"F11_P2_M53_L001"	"P20"
"F11_P3_M53_L001"	"P20"
"F11_P4_M53_L001"	"P20"
"F12_P1_M53_L001"	"P20"
"F12_P3_M53_L001"	"P20"
"F12_P4_M53_L001"	"P20"
"F1_P1_M53_L001"	"P20"
"F1_P2_M53_L001"	"P20"
"F2_P2_M53_L001"	"P20"
"F2_P3_M53_L001"	"P20"
"F2_P4_M53_L001"	"P20"
"F3_P1_M53_L001"	"P20"
"F4_P1_M53_L001"	"P20"
"F4_P2_M53_L001"	"P20"
"F5_P1_M53_L001"	"P20"
"F5_P2_M53_L001"	"P20"
"F5_P4_M53_L001"	"P20"
"F6_P1_M53_L001"	"P20"
"F6_P3_M53_L001"	"P20"
"F6_P4_M53_L001"	"P20"
"F7_P1_M53_L001"	"P20"
"F7_P3_M53_L001"	"P20"
"F8_P3_M53_L001"	"P20"
"F8_P4_M53_L001"	"P20"
"G10_P1_M53_L001"	"P20"
"G10_P4_M53_L001"	"P20"
"G11_P1_M53_L001"	"P20"
"G11_P3_M53_L001"	"P20"
"G12_P1_M53_L001"	"P20"
"G12_P3_M53_L001"	"P20"
"G1_P1_M53_L001"	"P20"
"G1_P2_M53_L001"	"P20"
"G1_P4_M53_L001"	"P20"
"G2_P1_M53_L001"	"P20"
"G2_P2_M53_L001"	"P20"
"G2_P4_M53_L001"	"P20"
"G3_P2_M53_L001"	"P20"
"G3_P4_M53_L001"	"P20"
"G4_P3_M53_L001"	"P20"
"G4_P4_M53_L001"	"P20"
"G5_P1_M53_L001"	"P20"
"G5_P2_M53_L001"	"P20"
"G5_P3_M53_L001"	"P20"
"G6_P1_M53_L001"	"P20"
"G6_P2_M53_L001"	"P20"
"G7_P2_M53_L001"	"P20"
"G8_P1_M53_L001"	"P20"
"H10_P1_M53_L001"	"P20"
"H11_P3_M53_L001"	"P20"
"H12_P3_M53_L001"	"P20"
"H12_P4_M53_L001"	"P20"
"H1_P1_M53_L001"	"P20"
"H1_P4_M53_L001"	"P20"
"H2_P1_M53_L001"	"P20"
"H2_P2_M53_L001"	"P20"
"H3_P3_M53_L001"	"P20"
"H3_P4_M53_L001"	"P20"
"H4_P3_M53_L001"	"P20"
"H5_P2_M53_L001"	"P20"
"H5_P3_M53_L001"	"P20"
"H5_P4_M53_L001"	"P20"
"H6_P2_M53_L001"	"P20"
"H6_P4_M53_L001"	"P20"
"H7_P3_M53_L001"	"P20"
"H7_P4_M53_L001"	"P20"
"H8_P3_M53_L001"	"P20"
"H9_P1_M53_L001"	"P20"
"H9_P2_M53_L001"	"P20"
"H9_P3_M53_L001"	"P20"
"A10_P1_M24_L001"	"P25"
"A10_P2_M24_L001"	"P25"
"A10_P3_M24_L001"	"P25"
"A10_P4_M24_L001"	"P25"
"A11_P3_M24_L001"	"P25"
"A12_P3_M24_L001"	"P25"
"A12_P4_M24_L001"	"P25"
"A2_P2_M24_L001"	"P25"
"A2_P3_M24_L001"	"P25"
"A3_P2_M24_L001"	"P25"
"A3_P3_M24_L001"	"P25"
"A4_P1_M24_L001"	"P25"
"A4_P2_M24_L001"	"P25"
"A5_P1_M24_L001"	"P25"
"A5_P2_M24_L001"	"P25"
"A5_P3_M24_L001"	"P25"
"A6_P1_M24_L001"	"P25"
"A6_P2_M24_L001"	"P25"
"A6_P3_M24_L001"	"P25"
"A7_P1_M24_L001"	"P25"
"A7_P4_M24_L001"	"P25"
"A8_P1_M24_L001"	"P25"
"A8_P2_M24_L001"	"P25"
"A9_P3_M24_L001"	"P25"
"B10_P2_M24_L001"	"P25"
"B10_P3_M24_L001"	"P25"
"B10_P4_M24_L001"	"P25"
"B11_P3_M24_L001"	"P25"
"B11_P4_M24_L001"	"P25"
"B12_P1_M24_L001"	"P25"
"B12_P3_M24_L001"	"P25"
"B1_P1_M24_L001"	"P25"
"B1_P2_M24_L001"	"P25"
"B2_P1_M24_L001"	"P25"
"B2_P2_M24_L001"	"P25"
"B2_P3_M24_L001"	"P25"
"B3_P2_M24_L001"	"P25"
"B4_P2_M24_L001"	"P25"
"B4_P3_M24_L001"	"P25"
"B4_P4_M24_L001"	"P25"
"B5_P2_M24_L001"	"P25"
"B5_P3_M24_L001"	"P25"
"B5_P4_M24_L001"	"P25"
"B6_P4_M24_L001"	"P25"
"B7_P1_M24_L001"	"P25"
"B7_P2_M24_L001"	"P25"
"B7_P4_M24_L001"	"P25"
"B8_P3_M24_L001"	"P25"
"B8_P4_M24_L001"	"P25"
"B9_P1_M24_L001"	"P25"
"B9_P4_M24_L001"	"P25"
"C10_P2_M24_L001"	"P25"
"C10_P3_M24_L001"	"P25"
"C10_P4_M24_L001"	"P25"
"C11_P1_M24_L001"	"P25"
"C11_P3_M24_L001"	"P25"
"C11_P4_M24_L001"	"P25"
"C12_P2_M24_L001"	"P25"
"C12_P4_M24_L001"	"P25"
"C1_P1_M24_L001"	"P25"
"C1_P3_M24_L001"	"P25"
"C1_P4_M24_L001"	"P25"
"C2_P1_M24_L001"	"P25"
"C2_P3_M24_L001"	"P25"
"C2_P4_M24_L001"	"P25"
"C3_P1_M24_L001"	"P25"
"C3_P2_M24_L001"	"P25"
"C3_P3_M24_L001"	"P25"
"C3_P4_M24_L001"	"P25"
"C4_P3_M24_L001"	"P25"
"C5_P1_M24_L001"	"P25"
"C6_P1_M24_L001"	"P25"
"C6_P3_M24_L001"	"P25"
"C6_P4_M24_L001"	"P25"
"C7_P3_M24_L001"	"P25"
"C7_P4_M24_L001"	"P25"
"C9_P2_M24_L001"	"P25"
"C9_P3_M24_L001"	"P25"
"D10_P1_M24_L001"	"P25"
"D10_P4_M24_L001"	"P25"
"D11_P1_M24_L001"	"P25"
"D11_P4_M24_L001"	"P25"
"D12_P1_M24_L001"	"P25"
"D1_P1_M24_L001"	"P25"
"D1_P2_M24_L001"	"P25"
"D1_P4_M24_L001"	"P25"
"D2_P1_M24_L001"	"P25"
"D2_P2_M24_L001"	"P25"
"D3_P1_M24_L001"	"P25"
"D4_P2_M24_L001"	"P25"
"D4_P4_M24_L001"	"P25"
"D5_P1_M24_L001"	"P25"
"D5_P2_M24_L001"	"P25"
"D5_P3_M24_L001"	"P25"
"D6_P1_M24_L001"	"P25"
"D6_P2_M24_L001"	"P25"
"D7_P4_M24_L001"	"P25"
"D8_P1_M24_L001"	"P25"
"D8_P3_M24_L001"	"P25"
"D9_P1_M24_L001"	"P25"
"D9_P2_M24_L001"	"P25"
"D9_P4_M24_L001"	"P25"
"E10_P1_M24_L001"	"P25"
"E10_P2_M24_L001"	"P25"
"E10_P3_M24_L001"	"P25"
"E10_P4_M24_L001"	"P25"
"E11_P2_M24_L001"	"P25"
"E11_P3_M24_L001"	"P25"
"E12_P1_M24_L001"	"P25"
"E12_P2_M24_L001"	"P25"
"E12_P4_M24_L001"	"P25"
"E1_P3_M24_L001"	"P25"
"E2_P1_M24_L001"	"P25"
"E2_P3_M24_L001"	"P25"
"E2_P4_M24_L001"	"P25"
"E3_P2_M24_L001"	"P25"
"E4_P1_M24_L001"	"P25"
"E4_P2_M24_L001"	"P25"
"E5_P2_M24_L001"	"P25"
"E5_P4_M24_L001"	"P25"
"E6_P1_M24_L001"	"P25"
"E6_P2_M24_L001"	"P25"
"E6_P3_M24_L001"	"P25"
"E7_P3_M24_L001"	"P25"
"E7_P4_M24_L001"	"P25"
"E8_P1_M24_L001"	"P25"
"E8_P2_M24_L001"	"P25"
"E8_P3_M24_L001"	"P25"
"E9_P2_M24_L001"	"P25"
"E9_P3_M24_L001"	"P25"
"F10_P2_M24_L001"	"P25"
"F10_P4_M24_L001"	"P25"
"F11_P3_M24_L001"	"P25"
"F12_P1_M24_L001"	"P25"
"F1_P2_M24_L001"	"P25"
"F1_P4_M24_L001"	"P25"
"F2_P2_M24_L001"	"P25"
"F2_P3_M24_L001"	"P25"
"F3_P2_M24_L001"	"P25"
"F3_P4_M24_L001"	"P25"
"F4_P2_M24_L001"	"P25"
"F4_P3_M24_L001"	"P25"
"F4_P4_M24_L001"	"P25"
"F5_P1_M24_L001"	"P25"
"F5_P3_M24_L001"	"P25"
"F6_P1_M24_L001"	"P25"
"F6_P2_M24_L001"	"P25"
"F6_P3_M24_L001"	"P25"
"F7_P3_M24_L001"	"P25"
"F8_P3_M24_L001"	"P25"
"F8_P4_M24_L001"	"P25"
"F9_P2_M24_L001"	"P25"
"F9_P3_M24_L001"	"P25"
"F9_P4_M24_L001"	"P25"
"G10_P4_M24_L001"	"P25"
"G11_P2_M24_L001"	"P25"
"G12_P2_M24_L001"	"P25"
"G12_P3_M24_L001"	"P25"
"G12_P4_M24_L001"	"P25"
"G1_P1_M24_L001"	"P25"
"G1_P4_M24_L001"	"P25"
"G2_P2_M24_L001"	"P25"
"G3_P2_M24_L001"	"P25"
"G3_P3_M24_L001"	"P25"
"G4_P2_M24_L001"	"P25"
"G5_P2_M24_L001"	"P25"
"G5_P3_M24_L001"	"P25"
"G6_P1_M24_L001"	"P25"
"G6_P2_M24_L001"	"P25"
"G6_P4_M24_L001"	"P25"
"G7_P2_M24_L001"	"P25"
"G7_P4_M24_L001"	"P25"
"G8_P3_M24_L001"	"P25"
"G9_P1_M24_L001"	"P25"
"G9_P2_M24_L001"	"P25"
"G9_P4_M24_L001"	"P25"
"H10_P1_M24_L001"	"P25"
"H10_P3_M24_L001"	"P25"
"H10_P4_M24_L001"	"P25"
"H11_P1_M24_L001"	"P25"
"H11_P2_M24_L001"	"P25"
"H11_P4_M24_L001"	"P25"
"H12_P1_M24_L001"	"P25"
"H12_P4_M24_L001"	"P25"
"H1_P2_M24_L001"	"P25"
"H1_P4_M24_L001"	"P25"
"H2_P2_M24_L001"	"P25"
"H2_P4_M24_L001"	"P25"
"H3_P1_M24_L001"	"P25"
"H3_P3_M24_L001"	"P25"
"H3_P4_M24_L001"	"P25"
"H4_P3_M24_L001"	"P25"
"H5_P3_M24_L001"	"P25"
"H5_P4_M24_L001"	"P25"
"H6_P2_M24_L001"	"P25"
"H6_P3_M24_L001"	"P25"
"H6_P4_M24_L001"	"P25"
"H7_P1_M24_L001"	"P25"
"H7_P2_M24_L001"	"P25"
"H8_P3_M24_L001"	"P25"
"H9_P1_M24_L001"	"P25"
"H9_P2_M24_L001"	"P25"
"A10_P1_M91_L001"	"P27"
"A10_P4_M91_L001"	"P27"
"A11_P4_M91_L001"	"P27"
"A11_P5_M91_L001"	"P27"
"A12_P3_M91_L001"	"P27"
"A12_P5_M91_L001"	"P27"
"A2_P1_M91_L001"	"P27"
"A2_P3_M91_L001"	"P27"
"A2_P4_M91_L001"	"P27"
"A3_P1_M91_L001"	"P27"
"A3_P3_M91_L001"	"P27"
"A3_P5_M91_L001"	"P27"
"A4_P1_M91_L001"	"P27"
"A4_P5_M91_L001"	"P27"
"A5_P1_M91_L001"	"P27"
"A5_P3_M91_L001"	"P27"
"A5_P4_M91_L001"	"P27"
"A6_P4_M91_L001"	"P27"
"A7_P1_M91_L001"	"P27"
"A7_P3_M91_L001"	"P27"
"A8_P1_M91_L001"	"P27"
"A8_P3_M91_L001"	"P27"
"A8_P4_M91_L001"	"P27"
"A8_P5_M91_L001"	"P27"
"A9_P1_M91_L001"	"P27"
"A9_P4_M91_L001"	"P27"
"B10_P1_M91_L001"	"P27"
"B10_P4_M91_L001"	"P27"
"B10_P5_M91_L001"	"P27"
"B11_P3_M91_L001"	"P27"
"B11_P4_M91_L001"	"P27"
"B11_P5_M91_L001"	"P27"
"B12_P1_M91_L001"	"P27"
"B12_P3_M91_L001"	"P27"
"B12_P4_M91_L001"	"P27"
"B1_P1_M91_L001"	"P27"
"B1_P4_M91_L001"	"P27"
"B1_P5_M91_L001"	"P27"
"B2_P1_M91_L001"	"P27"
"B2_P3_M91_L001"	"P27"
"B2_P4_M91_L001"	"P27"
"B2_P5_M91_L001"	"P27"
"B3_P1_M91_L001"	"P27"
"B3_P3_M91_L001"	"P27"
"B3_P4_M91_L001"	"P27"
"B4_P1_M91_L001"	"P27"
"B4_P3_M91_L001"	"P27"
"B4_P5_M91_L001"	"P27"
"B5_P1_M91_L001"	"P27"
"B5_P3_M91_L001"	"P27"
"B6_P3_M91_L001"	"P27"
"B7_P1_M91_L001"	"P27"
"B7_P3_M91_L001"	"P27"
"B8_P1_M91_L001"	"P27"
"B8_P4_M91_L001"	"P27"
"B9_P1_M91_L001"	"P27"
"B9_P3_M91_L001"	"P27"
"B9_P5_M91_L001"	"P27"
"C10_P3_M91_L001"	"P27"
"C11_P1_M91_L001"	"P27"
"C11_P4_M91_L001"	"P27"
"C11_P5_M91_L001"	"P27"
"C1_P5_M91_L001"	"P27"
"C2_P1_M91_L001"	"P27"
"C2_P3_M91_L001"	"P27"
"C2_P4_M91_L001"	"P27"
"C3_P1_M91_L001"	"P27"
"C3_P4_M91_L001"	"P27"
"C3_P5_M91_L001"	"P27"
"C4_P4_M91_L001"	"P27"
"C4_P5_M91_L001"	"P27"
"C5_P1_M91_L001"	"P27"
"C5_P5_M91_L001"	"P27"
"C6_P1_M91_L001"	"P27"
"C6_P3_M91_L001"	"P27"
"C6_P4_M91_L001"	"P27"
"C6_P5_M91_L001"	"P27"
"C7_P1_M91_L001"	"P27"
"C7_P4_M91_L001"	"P27"
"C7_P5_M91_L001"	"P27"
"C8_P5_M91_L001"	"P27"
"C9_P1_M91_L001"	"P27"
"C9_P4_M91_L001"	"P27"
"C9_P5_M91_L001"	"P27"
"D10_P1_M91_L001"	"P27"
"D10_P4_M91_L001"	"P27"
"D10_P5_M91_L001"	"P27"
"D11_P5_M91_L001"	"P27"
"D12_P1_M91_L001"	"P27"
"D12_P3_M91_L001"	"P27"
"D12_P4_M91_L001"	"P27"
"D1_P1_M91_L001"	"P27"
"D1_P3_M91_L001"	"P27"
"D1_P4_M91_L001"	"P27"
"D1_P5_M91_L001"	"P27"
"D2_P4_M91_L001"	"P27"
"D3_P1_M91_L001"	"P27"
"D3_P3_M91_L001"	"P27"
"D3_P4_M91_L001"	"P27"
"D3_P5_M91_L001"	"P27"
"D4_P1_M91_L001"	"P27"
"D4_P4_M91_L001"	"P27"
"D4_P5_M91_L001"	"P27"
"D5_P1_M91_L001"	"P27"
"D5_P3_M91_L001"	"P27"
"D5_P5_M91_L001"	"P27"
"D6_P3_M91_L001"	"P27"
"D6_P4_M91_L001"	"P27"
"D7_P5_M91_L001"	"P27"
"D8_P1_M91_L001"	"P27"
"D8_P4_M91_L001"	"P27"
"D9_P1_M91_L001"	"P27"
"D9_P3_M91_L001"	"P27"
"D9_P4_M91_L001"	"P27"
"E10_P1_M91_L001"	"P27"
"E10_P5_M91_L001"	"P27"
"E11_P3_M91_L001"	"P27"
"E11_P4_M91_L001"	"P27"
"E11_P5_M91_L001"	"P27"
"E12_P1_M91_L001"	"P27"
"E1_P1_M91_L001"	"P27"
"E1_P4_M91_L001"	"P27"
"E1_P5_M91_L001"	"P27"
"E2_P1_M91_L001"	"P27"
"E2_P3_M91_L001"	"P27"
"E2_P5_M91_L001"	"P27"
"E3_P1_M91_L001"	"P27"
"E4_P1_M91_L001"	"P27"
"E4_P3_M91_L001"	"P27"
"E4_P4_M91_L001"	"P27"
"E5_P3_M91_L001"	"P27"
"E5_P4_M91_L001"	"P27"
"E5_P5_M91_L001"	"P27"
"E6_P1_M91_L001"	"P27"
"E6_P3_M91_L001"	"P27"
"E6_P5_M91_L001"	"P27"
"E7_P3_M91_L001"	"P27"
"E7_P4_M91_L001"	"P27"
"E7_P5_M91_L001"	"P27"
"E8_P3_M91_L001"	"P27"
"E9_P1_M91_L001"	"P27"
"E9_P3_M91_L001"	"P27"
"E9_P4_M91_L001"	"P27"
"E9_P5_M91_L001"	"P27"
"F10_P1_M91_L001"	"P27"
"F10_P4_M91_L001"	"P27"
"F11_P1_M91_L001"	"P27"
"F11_P4_M91_L001"	"P27"
"F12_P1_M91_L001"	"P27"
"F12_P5_M91_L001"	"P27"
"F1_P1_M91_L001"	"P27"
"F1_P4_M91_L001"	"P27"
"F2_P3_M91_L001"	"P27"
"F3_P1_M91_L001"	"P27"
"F3_P4_M91_L001"	"P27"
"F4_P3_M91_L001"	"P27"
"F4_P5_M91_L001"	"P27"
"F5_P4_M91_L001"	"P27"
"F5_P5_M91_L001"	"P27"
"F6_P1_M91_L001"	"P27"
"F6_P3_M91_L001"	"P27"
"F6_P5_M91_L001"	"P27"
"F7_P3_M91_L001"	"P27"
"F7_P5_M91_L001"	"P27"
"F8_P1_M91_L001"	"P27"
"F8_P3_M91_L001"	"P27"
"F8_P5_M91_L001"	"P27"
"F9_P3_M91_L001"	"P27"
"G10_P1_M91_L001"	"P27"
"G10_P5_M91_L001"	"P27"
"G11_P1_M91_L001"	"P27"
"G11_P4_M91_L001"	"P27"
"G12_P1_M91_L001"	"P27"
"G12_P5_M91_L001"	"P27"
"G1_P1_M91_L001"	"P27"
"G2_P5_M91_L001"	"P27"
"G3_P1_M91_L001"	"P27"
"G3_P4_M91_L001"	"P27"
"G3_P5_M91_L001"	"P27"
"G4_P1_M91_L001"	"P27"
"G4_P3_M91_L001"	"P27"
"G5_P1_M91_L001"	"P27"
"G5_P3_M91_L001"	"P27"
"G5_P4_M91_L001"	"P27"
"G6_P1_M91_L001"	"P27"
"G6_P3_M91_L001"	"P27"
"G6_P4_M91_L001"	"P27"
"G7_P3_M91_L001"	"P27"
"G7_P4_M91_L001"	"P27"
"G7_P5_M91_L001"	"P27"
"G8_P3_M91_L001"	"P27"
"G8_P5_M91_L001"	"P27"
"G9_P3_M91_L001"	"P27"
"G9_P4_M91_L001"	"P27"
"G9_P5_M91_L001"	"P27"
"H10_P1_M91_L001"	"P27"
"H10_P3_M91_L001"	"P27"
"H10_P4_M91_L001"	"P27"
"H11_P3_M91_L001"	"P27"
"H11_P4_M91_L001"	"P27"
"H11_P5_M91_L001"	"P27"
"H12_P4_M91_L001"	"P27"
"H1_P1_M91_L001"	"P27"
"H1_P3_M91_L001"	"P27"
"H1_P5_M91_L001"	"P27"
"H2_P3_M91_L001"	"P27"
"H2_P4_M91_L001"	"P27"
"H3_P4_M91_L001"	"P27"
"H3_P5_M91_L001"	"P27"
"H4_P1_M91_L001"	"P27"
"H4_P3_M91_L001"	"P27"
"H4_P4_M91_L001"	"P27"
"H5_P3_M91_L001"	"P27"
"H5_P4_M91_L001"	"P27"
"H5_P5_M91_L001"	"P27"
"H6_P1_M91_L001"	"P27"
"H6_P5_M91_L001"	"P27"
"H7_P1_M91_L001"	"P27"
"H7_P3_M91_L001"	"P27"
"H7_P4_M91_L001"	"P27"
"H7_P5_M91_L001"	"P27"
"H8_P1_M91_L001"	"P27"
"H8_P3_M91_L001"	"P27"
"H9_P1_M91_L001"	"P27"
"H9_P3_M91_L001"	"P27"
"H9_P5_M91_L001"	"P27"
"A10_P1_M77_L001"	"P31"
"A10_P2_M77_L001"	"P31"
"A10_P3_M77_L001"	"P31"
"A10_P4_M77_L001"	"P31"
"A11_P1_M77_L001"	"P31"
"A12_P1_M77_L001"	"P31"
"A12_P3_M77_L001"	"P31"
"A2_P1_M77_L001"	"P31"
"A2_P2_M77_L001"	"P31"
"A2_P4_M77_L001"	"P31"
"A3_P1_M77_L001"	"P31"
"A3_P2_M77_L001"	"P31"
"A3_P3_M77_L001"	"P31"
"A4_P1_M77_L001"	"P31"
"A4_P4_M77_L001"	"P31"
"A5_P1_M77_L001"	"P31"
"A5_P2_M77_L001"	"P31"
"A5_P3_M77_L001"	"P31"
"A6_P1_M77_L001"	"P31"
"A6_P2_M77_L001"	"P31"
"A6_P4_M77_L001"	"P31"
"A7_P1_M77_L001"	"P31"
"A7_P3_M77_L001"	"P31"
"A7_P4_M77_L001"	"P31"
"A8_P2_M77_L001"	"P31"
"A8_P3_M77_L001"	"P31"
"A8_P4_M77_L001"	"P31"
"A9_P1_M77_L001"	"P31"
"A9_P2_M77_L001"	"P31"
"A9_P3_M77_L001"	"P31"
"A9_P4_M77_L001"	"P31"
"B10_P3_M77_L001"	"P31"
"B10_P4_M77_L001"	"P31"
"B11_P1_M77_L001"	"P31"
"B11_P2_M77_L001"	"P31"
"B12_P1_M77_L001"	"P31"
"B12_P2_M77_L001"	"P31"
"B12_P3_M77_L001"	"P31"
"B12_P4_M77_L001"	"P31"
"B1_P1_M77_L001"	"P31"
"B1_P2_M77_L001"	"P31"
"B1_P3_M77_L001"	"P31"
"B1_P4_M77_L001"	"P31"
"B2_P1_M77_L001"	"P31"
"B2_P2_M77_L001"	"P31"
"B2_P3_M77_L001"	"P31"
"B3_P1_M77_L001"	"P31"
"B3_P2_M77_L001"	"P31"
"B3_P3_M77_L001"	"P31"
"B4_P2_M77_L001"	"P31"
"B4_P4_M77_L001"	"P31"
"B5_P1_M77_L001"	"P31"
"B5_P4_M77_L001"	"P31"
"B6_P2_M77_L001"	"P31"
"B6_P3_M77_L001"	"P31"
"B6_P4_M77_L001"	"P31"
"B7_P1_M77_L001"	"P31"
"B7_P2_M77_L001"	"P31"
"B7_P4_M77_L001"	"P31"
"B8_P1_M77_L001"	"P31"
"B9_P1_M77_L001"	"P31"
"B9_P2_M77_L001"	"P31"
"B9_P3_M77_L001"	"P31"
"B9_P4_M77_L001"	"P31"
"C10_P2_M77_L001"	"P31"
"C10_P4_M77_L001"	"P31"
"C11_P2_M77_L001"	"P31"
"C11_P3_M77_L001"	"P31"
"C12_P1_M77_L001"	"P31"
"C12_P2_M77_L001"	"P31"
"C12_P3_M77_L001"	"P31"
"C12_P4_M77_L001"	"P31"
"C1_P1_M77_L001"	"P31"
"C1_P2_M77_L001"	"P31"
"C1_P3_M77_L001"	"P31"
"C2_P1_M77_L001"	"P31"
"C2_P2_M77_L001"	"P31"
"C3_P1_M77_L001"	"P31"
"C3_P2_M77_L001"	"P31"
"C3_P3_M77_L001"	"P31"
"C4_P1_M77_L001"	"P31"
"C4_P2_M77_L001"	"P31"
"C4_P3_M77_L001"	"P31"
"C5_P2_M77_L001"	"P31"
"C5_P3_M77_L001"	"P31"
"C5_P4_M77_L001"	"P31"
"C6_P2_M77_L001"	"P31"
"C7_P1_M77_L001"	"P31"
"C7_P2_M77_L001"	"P31"
"C8_P1_M77_L001"	"P31"
"C9_P1_M77_L001"	"P31"
"C9_P3_M77_L001"	"P31"
"C9_P4_M77_L001"	"P31"
"D10_P1_M77_L001"	"P31"
"D10_P2_M77_L001"	"P31"
"D10_P4_M77_L001"	"P31"
"D11_P2_M77_L001"	"P31"
"D11_P3_M77_L001"	"P31"
"D11_P4_M77_L001"	"P31"
"D12_P2_M77_L001"	"P31"
"D12_P3_M77_L001"	"P31"
"D1_P1_M77_L001"	"P31"
"D1_P2_M77_L001"	"P31"
"D1_P3_M77_L001"	"P31"
"D1_P4_M77_L001"	"P31"
"D2_P1_M77_L001"	"P31"
"D2_P3_M77_L001"	"P31"
"D2_P4_M77_L001"	"P31"
"D3_P1_M77_L001"	"P31"
"D3_P2_M77_L001"	"P31"
"D3_P3_M77_L001"	"P31"
"D3_P4_M77_L001"	"P31"
"D4_P1_M77_L001"	"P31"
"D4_P2_M77_L001"	"P31"
"D4_P4_M77_L001"	"P31"
"D5_P3_M77_L001"	"P31"
"D6_P1_M77_L001"	"P31"
"D6_P3_M77_L001"	"P31"
"D6_P4_M77_L001"	"P31"
"D7_P1_M77_L001"	"P31"
"D7_P2_M77_L001"	"P31"
"D7_P3_M77_L001"	"P31"
"D7_P4_M77_L001"	"P31"
"D8_P2_M77_L001"	"P31"
"D8_P3_M77_L001"	"P31"
"D8_P4_M77_L001"	"P31"
"D9_P1_M77_L001"	"P31"
"D9_P2_M77_L001"	"P31"
"D9_P4_M77_L001"	"P31"
"E10_P2_M77_L001"	"P31"
"E10_P3_M77_L001"	"P31"
"E10_P4_M77_L001"	"P31"
"E11_P1_M77_L001"	"P31"
"E11_P4_M77_L001"	"P31"
"E12_P1_M77_L001"	"P31"
"E12_P2_M77_L001"	"P31"
"E12_P3_M77_L001"	"P31"
"E1_P1_M77_L001"	"P31"
"E1_P2_M77_L001"	"P31"
"E2_P1_M77_L001"	"P31"
"E2_P2_M77_L001"	"P31"
"E2_P3_M77_L001"	"P31"
"E3_P1_M77_L001"	"P31"
"E3_P2_M77_L001"	"P31"
"E3_P3_M77_L001"	"P31"
"E4_P1_M77_L001"	"P31"
"E4_P2_M77_L001"	"P31"
"E4_P3_M77_L001"	"P31"
"E5_P1_M77_L001"	"P31"
"E5_P2_M77_L001"	"P31"
"E5_P3_M77_L001"	"P31"
"E6_P1_M77_L001"	"P31"
"E6_P2_M77_L001"	"P31"
"E6_P3_M77_L001"	"P31"
"E6_P4_M77_L001"	"P31"
"E8_P1_M77_L001"	"P31"
"E8_P3_M77_L001"	"P31"
