"Cells"	"Patients"
"F1_P4_M79_L001"	"P20"
"F3_P4_M79_L001"	"P20"
"F4_P4_M79_L001"	"P20"
"F5_P2_M79_L001"	"P20"
"F5_P3_M79_L001"	"P20"
"F6_P3_M79_L001"	"P20"
"F9_P1_M79_L001"	"P20"
"F9_P2_M79_L001"	"P20"
"F9_P4_M79_L001"	"P20"
"G10_P1_M79_L001"	"P20"
"G1_P1_M79_L001"	"P20"
"G2_P2_M79_L001"	"P20"
"G3_P2_M79_L001"	"P20"
"G3_P3_M79_L001"	"P20"
"G4_P4_M79_L001"	"P20"
"G6_P4_M79_L001"	"P20"
"G7_P3_M79_L001"	"P20"
"G8_P1_M79_L001"	"P20"
"G9_P1_M79_L001"	"P20"
"H11_P3_M79_L001"	"P20"
"H11_P4_M79_L001"	"P20"
"H12_P1_M79_L001"	"P20"
"H2_P1_M79_L001"	"P20"
"H2_P4_M79_L001"	"P20"
"H4_P4_M79_L001"	"P20"
"A10_P1_MMD6_L001"	"P22"
"A10_P2_MMD6_L001"	"P22"
"A10_P4_MMD6_L001"	"P22"
"A11_P2_MMD6_L001"	"P22"
"A11_P4_MMD6_L001"	"P22"
"A12_P1_MMD6_L001"	"P22"
"A12_P2_MMD6_L001"	"P22"
"A2_P1_MMD6_L001"	"P22"
"A2_P2_MMD6_L001"	"P22"
"A2_P4_MMD6_L001"	"P22"
"A3_P1_MMD6_L001"	"P22"
"A3_P2_MMD6_L001"	"P22"
"A3_P4_MMD6_L001"	"P22"
"A4_P1_MMD6_L001"	"P22"
"A4_P2_MMD6_L001"	"P22"
"A4_P4_MMD6_L001"	"P22"
"A5_P2_MMD6_L001"	"P22"
"A5_P4_MMD6_L001"	"P22"
"A6_P1_MMD6_L001"	"P22"
"A7_P2_MMD6_L001"	"P22"
"A7_P4_MMD6_L001"	"P22"
"A8_P2_MMD6_L001"	"P22"
"A8_P4_MMD6_L001"	"P22"
"A9_P2_MMD6_L001"	"P22"
"A9_P4_MMD6_L001"	"P22"
"B10_P2_MMD6_L001"	"P22"
"B10_P4_MMD6_L001"	"P22"
"B11_P1_MMD6_L001"	"P22"
"B12_P1_MMD6_L001"	"P22"
"B12_P2_MMD6_L001"	"P22"
"B12_P4_MMD6_L001"	"P22"
"B1_P1_MMD6_L001"	"P22"
"B1_P2_MMD6_L001"	"P22"
"B1_P4_MMD6_L001"	"P22"
"B2_P1_MMD6_L001"	"P22"
"B2_P2_MMD6_L001"	"P22"
"B2_P4_MMD6_L001"	"P22"
"B3_P2_MMD6_L001"	"P22"
"B3_P4_MMD6_L001"	"P22"
"B4_P1_MMD6_L001"	"P22"
"B4_P2_MMD6_L001"	"P22"
"B4_P4_MMD6_L001"	"P22"
"B5_P2_MMD6_L001"	"P22"
"B5_P4_MMD6_L001"	"P22"
"B6_P1_MMD6_L001"	"P22"
"B6_P2_MMD6_L001"	"P22"
"B7_P1_MMD6_L001"	"P22"
"B7_P4_MMD6_L001"	"P22"
"B8_P1_MMD6_L001"	"P22"
"B8_P4_MMD6_L001"	"P22"
"B9_P1_MMD6_L001"	"P22"
"B9_P4_MMD6_L001"	"P22"
"C10_P1_MMD6_L001"	"P22"
"C10_P2_MMD6_L001"	"P22"
"C10_P4_MMD6_L001"	"P22"
"C11_P1_MMD6_L001"	"P22"
"C12_P1_MMD6_L001"	"P22"
"C12_P2_MMD6_L001"	"P22"
"C1_P1_MMD6_L001"	"P22"
"C1_P2_MMD6_L001"	"P22"
"C1_P4_MMD6_L001"	"P22"
"C2_P2_MMD6_L001"	"P22"
"C3_P1_MMD6_L001"	"P22"
"C3_P4_MMD6_L001"	"P22"
"C4_P1_MMD6_L001"	"P22"
"C4_P4_MMD6_L001"	"P22"
"C5_P1_MMD6_L001"	"P22"
"C6_P1_MMD6_L001"	"P22"
"C6_P2_MMD6_L001"	"P22"
"C7_P1_MMD6_L001"	"P22"
"C7_P4_MMD6_L001"	"P22"
"C8_P1_MMD6_L001"	"P22"
"C8_P2_MMD6_L001"	"P22"
"C8_P4_MMD6_L001"	"P22"
"C9_P1_MMD6_L001"	"P22"
"C9_P4_MMD6_L001"	"P22"
"D10_P1_MMD6_L001"	"P22"
"D10_P4_MMD6_L001"	"P22"
"D11_P1_MMD6_L001"	"P22"
"D11_P4_MMD6_L001"	"P22"
"D12_P1_MMD6_L001"	"P22"
"D12_P2_MMD6_L001"	"P22"
"D12_P4_MMD6_L001"	"P22"
"D1_P2_MMD6_L001"	"P22"
"D1_P4_MMD6_L001"	"P22"
"D2_P2_MMD6_L001"	"P22"
"D3_P4_MMD6_L001"	"P22"
"D4_P4_MMD6_L001"	"P22"
"D5_P1_MMD6_L001"	"P22"
"D5_P2_MMD6_L001"	"P22"
"D5_P4_MMD6_L001"	"P22"
"D7_P1_MMD6_L001"	"P22"
"D7_P2_MMD6_L001"	"P22"
"D7_P4_MMD6_L001"	"P22"
"D8_P1_MMD6_L001"	"P22"
"D8_P2_MMD6_L001"	"P22"
"D8_P4_MMD6_L001"	"P22"
"D9_P1_MMD6_L001"	"P22"
"D9_P2_MMD6_L001"	"P22"
"D9_P4_MMD6_L001"	"P22"
"E10_P2_MMD6_L001"	"P22"
"E10_P4_MMD6_L001"	"P22"
"E11_P1_MMD6_L001"	"P22"
"E12_P1_MMD6_L001"	"P22"
"E12_P4_MMD6_L001"	"P22"
"E1_P2_MMD6_L001"	"P22"
"E1_P4_MMD6_L001"	"P22"
"E2_P2_MMD6_L001"	"P22"
"E2_P4_MMD6_L001"	"P22"
"E3_P1_MMD6_L001"	"P22"
"E3_P2_MMD6_L001"	"P22"
"E3_P4_MMD6_L001"	"P22"
"E4_P1_MMD6_L001"	"P22"
"E4_P2_MMD6_L001"	"P22"
"E4_P4_MMD6_L001"	"P22"
"E5_P2_MMD6_L001"	"P22"
"E5_P4_MMD6_L001"	"P22"
"E6_P1_MMD6_L001"	"P22"
"E6_P2_MMD6_L001"	"P22"
"E7_P2_MMD6_L001"	"P22"
"E7_P4_MMD6_L001"	"P22"
"E8_P2_MMD6_L001"	"P22"
"E8_P4_MMD6_L001"	"P22"
"E9_P1_MMD6_L001"	"P22"
"E9_P2_MMD6_L001"	"P22"
"E9_P4_MMD6_L001"	"P22"
"F10_P1_MMD6_L001"	"P22"
"F11_P1_MMD6_L001"	"P22"
"F11_P4_MMD6_L001"	"P22"
"F12_P1_MMD6_L001"	"P22"
"F12_P2_MMD6_L001"	"P22"
"F12_P4_MMD6_L001"	"P22"
"F1_P2_MMD6_L001"	"P22"
"F2_P1_MMD6_L001"	"P22"
"F2_P4_MMD6_L001"	"P22"
"F3_P1_MMD6_L001"	"P22"
"F3_P2_MMD6_L001"	"P22"
"F3_P4_MMD6_L001"	"P22"
"F4_P2_MMD6_L001"	"P22"
"F5_P1_MMD6_L001"	"P22"
"F5_P2_MMD6_L001"	"P22"
"F5_P4_MMD6_L001"	"P22"
"F6_P1_MMD6_L001"	"P22"
"F7_P4_MMD6_L001"	"P22"
"F9_P1_MMD6_L001"	"P22"
"F9_P2_MMD6_L001"	"P22"
"F9_P4_MMD6_L001"	"P22"
"G10_P2_MMD6_L001"	"P22"
"G10_P4_MMD6_L001"	"P22"
"G11_P2_MMD6_L001"	"P22"
"G1_P2_MMD6_L001"	"P22"
"G1_P4_MMD6_L001"	"P22"
"G2_P1_MMD6_L001"	"P22"
"G2_P2_MMD6_L001"	"P22"
"G2_P4_MMD6_L001"	"P22"
"G3_P4_MMD6_L001"	"P22"
"G4_P1_MMD6_L001"	"P22"
"G4_P2_MMD6_L001"	"P22"
"G4_P4_MMD6_L001"	"P22"
"G5_P2_MMD6_L001"	"P22"
"G5_P4_MMD6_L001"	"P22"
"G6_P1_MMD6_L001"	"P22"
"G6_P2_MMD6_L001"	"P22"
"G6_P4_MMD6_L001"	"P22"
"G7_P1_MMD6_L001"	"P22"
"G8_P1_MMD6_L001"	"P22"
"G9_P2_MMD6_L001"	"P22"
"H10_P2_MMD6_L001"	"P22"
"H10_P4_MMD6_L001"	"P22"
"H11_P2_MMD6_L001"	"P22"
"H11_P4_MMD6_L001"	"P22"
"H12_P1_MMD6_L001"	"P22"
"H12_P4_MMD6_L001"	"P22"
"H1_P1_MMD6_L001"	"P22"
"H2_P2_MMD6_L001"	"P22"
"H2_P4_MMD6_L001"	"P22"
"H3_P1_MMD6_L001"	"P22"
"H3_P2_MMD6_L001"	"P22"
"H3_P4_MMD6_L001"	"P22"
"H4_P1_MMD6_L001"	"P22"
"H4_P2_MMD6_L001"	"P22"
"H4_P4_MMD6_L001"	"P22"
"H5_P1_MMD6_L001"	"P22"
"H6_P2_MMD6_L001"	"P22"
"H7_P1_MMD6_L001"	"P22"
"H7_P4_MMD6_L001"	"P22"
"H8_P1_MMD6_L001"	"P22"
"H8_P2_MMD6_L001"	"P22"
"H9_P2_MMD6_L001"	"P22"
"H9_P4_MMD6_L001"	"P22"
"A10_P2_M83_L001"	"P23"
"A10_P5_M83_L001"	"P23"
"A10_P6_M83_L001"	"P23"
"A11_P5_M83_L001"	"P23"
"A11_P6_M83_L001"	"P23"
"A12_P1_M83_L001"	"P23"
"A12_P2_M83_L001"	"P23"
"A12_P5_M83_L001"	"P23"
"A2_P2_M83_L001"	"P23"
"A2_P5_M83_L001"	"P23"
"A2_P6_M83_L001"	"P23"
"A3_P1_M83_L001"	"P23"
"A3_P2_M83_L001"	"P23"
"A3_P5_M83_L001"	"P23"
"A4_P5_M83_L001"	"P23"
"A5_P1_M83_L001"	"P23"
"A5_P5_M83_L001"	"P23"
"A5_P6_M83_L001"	"P23"
"A6_P1_M83_L001"	"P23"
"A7_P1_M83_L001"	"P23"
"A7_P5_M83_L001"	"P23"
"A8_P2_M83_L001"	"P23"
"A8_P5_M83_L001"	"P23"
"A8_P6_M83_L001"	"P23"
"A9_P1_M83_L001"	"P23"
"A9_P2_M83_L001"	"P23"
"A9_P5_M83_L001"	"P23"
"B10_P1_M83_L001"	"P23"
"B10_P5_M83_L001"	"P23"
"B11_P1_M83_L001"	"P23"
"B11_P5_M83_L001"	"P23"
"B11_P6_M83_L001"	"P23"
"B12_P1_M83_L001"	"P23"
"B12_P5_M83_L001"	"P23"
"B1_P1_M83_L001"	"P23"
"B1_P6_M83_L001"	"P23"
"B2_P6_M83_L001"	"P23"
"B3_P1_M83_L001"	"P23"
"B3_P2_M83_L001"	"P23"
"B3_P5_M83_L001"	"P23"
"B4_P6_M83_L001"	"P23"
"B5_P5_M83_L001"	"P23"
"B6_P1_M83_L001"	"P23"
"B6_P2_M83_L001"	"P23"
"B6_P5_M83_L001"	"P23"
"B7_P1_M83_L001"	"P23"
"B7_P2_M83_L001"	"P23"
"B7_P6_M83_L001"	"P23"
"B8_P1_M83_L001"	"P23"
"B8_P2_M83_L001"	"P23"
"B8_P5_M83_L001"	"P23"
"B8_P6_M83_L001"	"P23"
"B9_P1_M83_L001"	"P23"
"B9_P6_M83_L001"	"P23"
"C10_P1_M83_L001"	"P23"
"C10_P2_M83_L001"	"P23"
"C10_P5_M83_L001"	"P23"
"C11_P1_M83_L001"	"P23"
"C11_P2_M83_L001"	"P23"
"C12_P1_M83_L001"	"P23"
"C12_P5_M83_L001"	"P23"
"C1_P2_M83_L001"	"P23"
"C2_P5_M83_L001"	"P23"
"C2_P6_M83_L001"	"P23"
"C3_P1_M83_L001"	"P23"
"C3_P2_M83_L001"	"P23"
"C3_P6_M83_L001"	"P23"
"C4_P1_M83_L001"	"P23"
"C4_P5_M83_L001"	"P23"
"C5_P5_M83_L001"	"P23"
"C5_P6_M83_L001"	"P23"
"C6_P6_M83_L001"	"P23"
"C7_P1_M83_L001"	"P23"
"C7_P2_M83_L001"	"P23"
"C7_P5_M83_L001"	"P23"
"C8_P1_M83_L001"	"P23"
"C8_P2_M83_L001"	"P23"
"C8_P5_M83_L001"	"P23"
"C8_P6_M83_L001"	"P23"
"C9_P2_M83_L001"	"P23"
"D10_P1_M83_L001"	"P23"
"D10_P5_M83_L001"	"P23"
"D10_P6_M83_L001"	"P23"
"D11_P2_M83_L001"	"P23"
"D11_P6_M83_L001"	"P23"
"D12_P1_M83_L001"	"P23"
"D12_P2_M83_L001"	"P23"
"D1_P2_M83_L001"	"P23"
"D2_P1_M83_L001"	"P23"
"D2_P5_M83_L001"	"P23"
"D3_P1_M83_L001"	"P23"
"D4_P1_M83_L001"	"P23"
"D5_P1_M83_L001"	"P23"
"D5_P2_M83_L001"	"P23"
"D6_P1_M83_L001"	"P23"
"D6_P5_M83_L001"	"P23"
"D7_P1_M83_L001"	"P23"
"D7_P5_M83_L001"	"P23"
"D7_P6_M83_L001"	"P23"
"D8_P2_M83_L001"	"P23"
"D8_P6_M83_L001"	"P23"
"D9_P2_M83_L001"	"P23"
"D9_P6_M83_L001"	"P23"
"E10_P1_M83_L001"	"P23"
"E10_P2_M83_L001"	"P23"
"E10_P5_M83_L001"	"P23"
"E11_P1_M83_L001"	"P23"
"E11_P2_M83_L001"	"P23"
"E11_P5_M83_L001"	"P23"
"E11_P6_M83_L001"	"P23"
"E12_P2_M83_L001"	"P23"
"E12_P5_M83_L001"	"P23"
"E2_P1_M83_L001"	"P23"
"E2_P6_M83_L001"	"P23"
"E3_P1_M83_L001"	"P23"
"E4_P1_M83_L001"	"P23"
"E4_P2_M83_L001"	"P23"
"E4_P6_M83_L001"	"P23"
"E5_P1_M83_L001"	"P23"
"E5_P2_M83_L001"	"P23"
"E5_P6_M83_L001"	"P23"
"E6_P5_M83_L001"	"P23"
"E6_P6_M83_L001"	"P23"
"E7_P1_M83_L001"	"P23"
"E7_P5_M83_L001"	"P23"
"E7_P6_M83_L001"	"P23"
"E8_P5_M83_L001"	"P23"
"E8_P6_M83_L001"	"P23"
"E9_P1_M83_L001"	"P23"
"E9_P6_M83_L001"	"P23"
"F10_P1_M83_L001"	"P23"
"F10_P2_M83_L001"	"P23"
"F10_P5_M83_L001"	"P23"
"F11_P1_M83_L001"	"P23"
"F11_P5_M83_L001"	"P23"
"F11_P6_M83_L001"	"P23"
"F12_P1_M83_L001"	"P23"
"F12_P2_M83_L001"	"P23"
"F12_P5_M83_L001"	"P23"
"F12_P6_M83_L001"	"P23"
"F1_P1_M83_L001"	"P23"
"F1_P2_M83_L001"	"P23"
"F1_P5_M83_L001"	"P23"
"F1_P6_M83_L001"	"P23"
"F2_P1_M83_L001"	"P23"
"F2_P5_M83_L001"	"P23"
"F2_P6_M83_L001"	"P23"
"F3_P1_M83_L001"	"P23"
"F3_P2_M83_L001"	"P23"
"F3_P5_M83_L001"	"P23"
"F4_P1_M83_L001"	"P23"
"F4_P2_M83_L001"	"P23"
"F4_P5_M83_L001"	"P23"
"F5_P2_M83_L001"	"P23"
"F6_P1_M83_L001"	"P23"
"F6_P2_M83_L001"	"P23"
"F6_P5_M83_L001"	"P23"
"F6_P6_M83_L001"	"P23"
"F7_P5_M83_L001"	"P23"
"F7_P6_M83_L001"	"P23"
"F8_P1_M83_L001"	"P23"
"F8_P5_M83_L001"	"P23"
"F8_P6_M83_L001"	"P23"
"F9_P2_M83_L001"	"P23"
"F9_P5_M83_L001"	"P23"
"F9_P6_M83_L001"	"P23"
"G10_P1_M83_L001"	"P23"
"G10_P5_M83_L001"	"P23"
"G11_P2_M83_L001"	"P23"
"G12_P1_M83_L001"	"P23"
"G12_P2_M83_L001"	"P23"
"G12_P5_M83_L001"	"P23"
"G1_P1_M83_L001"	"P23"
"G1_P6_M83_L001"	"P23"
"G2_P1_M83_L001"	"P23"
"G2_P5_M83_L001"	"P23"
"G3_P2_M83_L001"	"P23"
"G3_P5_M83_L001"	"P23"
"G4_P1_M83_L001"	"P23"
"G4_P2_M83_L001"	"P23"
"G4_P5_M83_L001"	"P23"
"G5_P5_M83_L001"	"P23"
"G5_P6_M83_L001"	"P23"
"G6_P1_M83_L001"	"P23"
"G6_P2_M83_L001"	"P23"
"G6_P5_M83_L001"	"P23"
"G7_P1_M83_L001"	"P23"
"G7_P5_M83_L001"	"P23"
"G8_P1_M83_L001"	"P23"
"G8_P5_M83_L001"	"P23"
"G9_P1_M83_L001"	"P23"
"G9_P2_M83_L001"	"P23"
"G9_P6_M83_L001"	"P23"
"H10_P1_M83_L001"	"P23"
"H10_P2_M83_L001"	"P23"
"H10_P5_M83_L001"	"P23"
"H10_P6_M83_L001"	"P23"
"H11_P1_M83_L001"	"P23"
"H11_P6_M83_L001"	"P23"
"H12_P1_M83_L001"	"P23"
"H12_P2_M83_L001"	"P23"
"H1_P1_M83_L001"	"P23"
"H1_P6_M83_L001"	"P23"
"H2_P2_M83_L001"	"P23"
"H2_P5_M83_L001"	"P23"
"H2_P6_M83_L001"	"P23"
"H3_P1_M83_L001"	"P23"
"H3_P2_M83_L001"	"P23"
"H3_P5_M83_L001"	"P23"
"H4_P1_M83_L001"	"P23"
"H4_P5_M83_L001"	"P23"
"H4_P6_M83_L001"	"P23"
"H5_P1_M83_L001"	"P23"
"H5_P2_M83_L001"	"P23"
"H6_P1_M83_L001"	"P23"
"H6_P6_M83_L001"	"P23"
"H7_P6_M83_L001"	"P23"
"H8_P6_M83_L001"	"P23"
"H9_P5_M83_L001"	"P23"
"A10_P3_M68_L001"	"P23"
"A10_P6_M68_L001"	"P23"
"A11_P1_M68_L001"	"P23"
"A11_P3_M68_L001"	"P23"
"A11_P6_M68_L001"	"P23"
"A12_P3_M68_L001"	"P23"
"A12_P5_M68_L001"	"P23"
"A1_P1_M68_L001"	"P23"
"A2_P3_M68_L001"	"P23"
"A2_P5_M68_L001"	"P23"
"A3_P5_M68_L001"	"P23"
"A3_P6_M68_L001"	"P23"
"A4_P1_M68_L001"	"P23"
"A4_P5_M68_L001"	"P23"
"A4_P6_M68_L001"	"P23"
"A5_P1_M68_L001"	"P23"
"A5_P3_M68_L001"	"P23"
"A5_P6_M68_L001"	"P23"
"A6_P1_M68_L001"	"P23"
"A6_P3_M68_L001"	"P23"
"A6_P5_M68_L001"	"P23"
"A7_P1_M68_L001"	"P23"
"A8_P1_M68_L001"	"P23"
"A8_P3_M68_L001"	"P23"
"A9_P5_M68_L001"	"P23"
"A9_P6_M68_L001"	"P23"
"B10_P3_M68_L001"	"P23"
"B10_P5_M68_L001"	"P23"
"B10_P6_M68_L001"	"P23"
"B11_P1_M68_L001"	"P23"
"B11_P3_M68_L001"	"P23"
"B11_P5_M68_L001"	"P23"
"B12_P5_M68_L001"	"P23"
"B1_P3_M68_L001"	"P23"
"B1_P5_M68_L001"	"P23"
"B1_P6_M68_L001"	"P23"
"B2_P1_M68_L001"	"P23"
"B2_P3_M68_L001"	"P23"
"B3_P1_M68_L001"	"P23"
"B3_P3_M68_L001"	"P23"
"B3_P5_M68_L001"	"P23"
"B3_P6_M68_L001"	"P23"
"B4_P1_M68_L001"	"P23"
"B4_P3_M68_L001"	"P23"
"B4_P5_M68_L001"	"P23"
"B5_P3_M68_L001"	"P23"
"B5_P5_M68_L001"	"P23"
"B6_P1_M68_L001"	"P23"
"B6_P3_M68_L001"	"P23"
"B6_P5_M68_L001"	"P23"
"B7_P3_M68_L001"	"P23"
"B8_P3_M68_L001"	"P23"
"B8_P5_M68_L001"	"P23"
"B9_P1_M68_L001"	"P23"
"B9_P3_M68_L001"	"P23"
"B9_P6_M68_L001"	"P23"
"C10_P1_M68_L001"	"P23"
"C10_P5_M68_L001"	"P23"
"C10_P6_M68_L001"	"P23"
"C11_P1_M68_L001"	"P23"
"C11_P3_M68_L001"	"P23"
"C11_P6_M68_L001"	"P23"
"C12_P1_M68_L001"	"P23"
"C12_P3_M68_L001"	"P23"
"C12_P6_M68_L001"	"P23"
"C1_P1_M68_L001"	"P23"
"C1_P3_M68_L001"	"P23"
"C1_P5_M68_L001"	"P23"
"C1_P6_M68_L001"	"P23"
"C2_P1_M68_L001"	"P23"
"C2_P3_M68_L001"	"P23"
"C3_P3_M68_L001"	"P23"
"C4_P3_M68_L001"	"P23"
"C4_P5_M68_L001"	"P23"
"C5_P3_M68_L001"	"P23"
"C5_P5_M68_L001"	"P23"
"C6_P1_M68_L001"	"P23"
"C6_P5_M68_L001"	"P23"
"C6_P6_M68_L001"	"P23"
"C7_P3_M68_L001"	"P23"
"C7_P6_M68_L001"	"P23"
"C8_P1_M68_L001"	"P23"
"C8_P5_M68_L001"	"P23"
"C8_P6_M68_L001"	"P23"
"C9_P1_M68_L001"	"P23"
"C9_P3_M68_L001"	"P23"
"C9_P5_M68_L001"	"P23"
"C9_P6_M68_L001"	"P23"
"D10_P3_M68_L001"	"P23"
"D10_P5_M68_L001"	"P23"
"D11_P1_M68_L001"	"P23"
"D12_P1_M68_L001"	"P23"
"D12_P5_M68_L001"	"P23"
"D12_P6_M68_L001"	"P23"
"D1_P3_M68_L001"	"P23"
"D1_P6_M68_L001"	"P23"
"D2_P1_M68_L001"	"P23"
"D2_P5_M68_L001"	"P23"
"D2_P6_M68_L001"	"P23"
"D3_P5_M68_L001"	"P23"
"D4_P5_M68_L001"	"P23"
"D4_P6_M68_L001"	"P23"
"D5_P1_M68_L001"	"P23"
"D5_P3_M68_L001"	"P23"
"D5_P5_M68_L001"	"P23"
"D5_P6_M68_L001"	"P23"
"D6_P1_M68_L001"	"P23"
"D6_P6_M68_L001"	"P23"
"D7_P1_M68_L001"	"P23"
"D7_P3_M68_L001"	"P23"
"D7_P5_M68_L001"	"P23"
"D7_P6_M68_L001"	"P23"
"D8_P3_M68_L001"	"P23"
"D8_P5_M68_L001"	"P23"
"D8_P6_M68_L001"	"P23"
"D9_P1_M68_L001"	"P23"
"E10_P1_M68_L001"	"P23"
"E10_P3_M68_L001"	"P23"
"E11_P1_M68_L001"	"P23"
"E11_P5_M68_L001"	"P23"
"E12_P1_M68_L001"	"P23"
"E12_P3_M68_L001"	"P23"
"E12_P5_M68_L001"	"P23"
"E12_P6_M68_L001"	"P23"
"E1_P1_M68_L001"	"P23"
"E1_P6_M68_L001"	"P23"
"E2_P1_M68_L001"	"P23"
"E2_P3_M68_L001"	"P23"
"E2_P5_M68_L001"	"P23"
"E2_P6_M68_L001"	"P23"
"E3_P1_M68_L001"	"P23"
"E3_P3_M68_L001"	"P23"
"E3_P6_M68_L001"	"P23"
"E4_P1_M68_L001"	"P23"
"E4_P3_M68_L001"	"P23"
"E4_P5_M68_L001"	"P23"
"E4_P6_M68_L001"	"P23"
"E5_P1_M68_L001"	"P23"
"E5_P3_M68_L001"	"P23"
"E6_P3_M68_L001"	"P23"
"E7_P1_M68_L001"	"P23"
"E7_P3_M68_L001"	"P23"
"E7_P5_M68_L001"	"P23"
"E7_P6_M68_L001"	"P23"
"E8_P3_M68_L001"	"P23"
"E8_P5_M68_L001"	"P23"
"E8_P6_M68_L001"	"P23"
"E9_P1_M68_L001"	"P23"
"E9_P3_M68_L001"	"P23"
"E9_P5_M68_L001"	"P23"
"F10_P1_M68_L001"	"P23"
"F10_P3_M68_L001"	"P23"
"F10_P5_M68_L001"	"P23"
"F10_P6_M68_L001"	"P23"
"F11_P1_M68_L001"	"P23"
"F11_P3_M68_L001"	"P23"
"F11_P6_M68_L001"	"P23"
"F12_P3_M68_L001"	"P23"
"F12_P5_M68_L001"	"P23"
"F12_P6_M68_L001"	"P23"
"F1_P1_M68_L001"	"P23"
"F2_P1_M68_L001"	"P23"
"F2_P5_M68_L001"	"P23"
"F3_P1_M68_L001"	"P23"
"F4_P1_M68_L001"	"P23"
"F4_P3_M68_L001"	"P23"
"F4_P5_M68_L001"	"P23"
"F4_P6_M68_L001"	"P23"
"F5_P1_M68_L001"	"P23"
"F5_P5_M68_L001"	"P23"
"F5_P6_M68_L001"	"P23"
"F6_P5_M68_L001"	"P23"
"F6_P6_M68_L001"	"P23"
"F7_P5_M68_L001"	"P23"
"F7_P6_M68_L001"	"P23"
"F8_P1_M68_L001"	"P23"
"F8_P5_M68_L001"	"P23"
"F8_P6_M68_L001"	"P23"
"F9_P6_M68_L001"	"P23"
"G10_P3_M68_L001"	"P23"
"G11_P3_M68_L001"	"P23"
"G11_P5_M68_L001"	"P23"
"G11_P6_M68_L001"	"P23"
"G12_P1_M68_L001"	"P23"
"G12_P3_M68_L001"	"P23"
"G12_P6_M68_L001"	"P23"
"G1_P1_M68_L001"	"P23"
"G1_P3_M68_L001"	"P23"
"G1_P5_M68_L001"	"P23"
"G3_P5_M68_L001"	"P23"
"G3_P6_M68_L001"	"P23"
"G4_P6_M68_L001"	"P23"
"G5_P1_M68_L001"	"P23"
"G5_P3_M68_L001"	"P23"
"G5_P5_M68_L001"	"P23"
"G5_P6_M68_L001"	"P23"
"G6_P1_M68_L001"	"P23"
"G6_P3_M68_L001"	"P23"
"G6_P5_M68_L001"	"P23"
"G6_P6_M68_L001"	"P23"
"G7_P1_M68_L001"	"P23"
"G7_P3_M68_L001"	"P23"
"G7_P5_M68_L001"	"P23"
"G7_P6_M68_L001"	"P23"
"G8_P1_M68_L001"	"P23"
"G8_P5_M68_L001"	"P23"
"G8_P6_M68_L001"	"P23"
"G9_P3_M68_L001"	"P23"
"G9_P6_M68_L001"	"P23"
"H10_P3_M68_L001"	"P23"
"H10_P5_M68_L001"	"P23"
"H11_P1_M68_L001"	"P23"
"H11_P3_M68_L001"	"P23"
"H11_P5_M68_L001"	"P23"
"H12_P1_M68_L001"	"P23"
"H12_P3_M68_L001"	"P23"
"H12_P5_M68_L001"	"P23"
"H1_P5_M68_L001"	"P23"
"H1_P6_M68_L001"	"P23"
"H2_P3_M68_L001"	"P23"
"H2_P5_M68_L001"	"P23"
"H3_P1_M68_L001"	"P23"
"H3_P3_M68_L001"	"P23"
"H3_P5_M68_L001"	"P23"
"H3_P6_M68_L001"	"P23"
"H4_P3_M68_L001"	"P23"
"H4_P6_M68_L001"	"P23"
"H5_P3_M68_L001"	"P23"
"H5_P5_M68_L001"	"P23"
"H6_P5_M68_L001"	"P23"
"H6_P6_M68_L001"	"P23"
"H7_P1_M68_L001"	"P23"
"H7_P3_M68_L001"	"P23"
"H8_P5_M68_L001"	"P23"
"H8_P6_M68_L001"	"P23"
"H9_P3_M68_L001"	"P23"
"H9_P5_M68_L001"	"P23"
"A5_P9_M86_L001"	"P28"
"A7_P9_M86_L001"	"P28"
"B10_P9_M86_L001"	"P28"
"D1_P9_M86_L001"	"P28"
"G7_P8_M86_L001"	"P28"
"A10_P1_M89_L001"	"P28"
"A10_P4_M89_L001"	"P28"
"A12_P1_M89_L001"	"P28"
"A12_P5_M89_L001"	"P28"
"A2_P5_M89_L001"	"P28"
"A3_P1_M89_L001"	"P28"
"A3_P4_M89_L001"	"P28"
"A4_P3_M89_L001"	"P28"
"A4_P5_M89_L001"	"P28"
"A5_P3_M89_L001"	"P28"
"A5_P5_M89_L001"	"P28"
"A6_P1_M89_L001"	"P28"
"A6_P4_M89_L001"	"P28"
"A7_P4_M89_L001"	"P28"
"A8_P3_M89_L001"	"P28"
"A9_P5_M89_L001"	"P28"
"B10_P4_M89_L001"	"P28"
"B11_P1_M89_L001"	"P28"
"B12_P1_M89_L001"	"P28"
"B12_P3_M89_L001"	"P28"
"B2_P3_M89_L001"	"P28"
"B2_P4_M89_L001"	"P28"
"B3_P1_M89_L001"	"P28"
"B4_P1_M89_L001"	"P28"
"B4_P4_M89_L001"	"P28"
"B5_P1_M89_L001"	"P28"
"B5_P4_M89_L001"	"P28"
"B5_P5_M89_L001"	"P28"
"B6_P1_M89_L001"	"P28"
"B6_P5_M89_L001"	"P28"
"B9_P3_M89_L001"	"P28"
"C10_P1_M89_L001"	"P28"
"C12_P1_M89_L001"	"P28"
"C1_P4_M89_L001"	"P28"
"C2_P1_M89_L001"	"P28"
"C2_P3_M89_L001"	"P28"
"C2_P5_M89_L001"	"P28"
"C3_P5_M89_L001"	"P28"
"C4_P3_M89_L001"	"P28"
"C4_P4_M89_L001"	"P28"
