"Cells"	"Patients"
"H11_P9_M36_L001"	"P3"
"H12_P6_M36_L001"	"P3"
"H12_P7_M36_L001"	"P3"
"H12_P9_M36_L001"	"P3"
"H1_P6_M36_L001"	"P3"
"H1_P7_M36_L001"	"P3"
"H1_P8_M36_L001"	"P3"
"H2_P7_M36_L001"	"P3"
"H2_P9_M36_L001"	"P3"
"H3_P7_M36_L001"	"P3"
"H3_P8_M36_L001"	"P3"
"H4_P7_M36_L001"	"P3"
"H4_P8_M36_L001"	"P3"
"H5_P6_M36_L001"	"P3"
"H5_P8_M36_L001"	"P3"
"H6_P6_M36_L001"	"P3"
"H6_P9_M36_L001"	"P3"
"H7_P6_M36_L001"	"P3"
"H7_P7_M36_L001"	"P3"
"H7_P8_M36_L001"	"P3"
"H7_P9_M36_L001"	"P3"
"H8_P7_M36_L001"	"P3"
"H8_P8_M36_L001"	"P3"
"H8_P9_M36_L001"	"P3"
"H9_P6_M36_L001"	"P3"
"H9_P8_M36_L001"	"P3"
"H9_P9_M36_L001"	"P3"
"A10_P1_MMD1.84A_L001"	"P5"
"A10_P3_MMD1.84A_L001"	"P5"
"A11_P2_MMD1.84A_L001"	"P5"
"A2_P1_MMD1.84A_L001"	"P5"
"A2_P2_MMD1.84A_L001"	"P5"
"A2_P3_MMD1.84A_L001"	"P5"
"A2_P4_MMD1.84A_L001"	"P5"
"A3_P1_MMD1.84A_L001"	"P5"
"A3_P2_MMD1.84A_L001"	"P5"
"A3_P3_MMD1.84A_L001"	"P5"
"A3_P4_MMD1.84A_L001"	"P5"
"A4_P1_MMD1.84A_L001"	"P5"
"A4_P2_MMD1.84A_L001"	"P5"
"A4_P4_MMD1.84A_L001"	"P5"
"A5_P1_MMD1.84A_L001"	"P5"
"A5_P3_MMD1.84A_L001"	"P5"
"A6_P2_MMD1.84A_L001"	"P5"
"A6_P4_MMD1.84A_L001"	"P5"
"A7_P2_MMD1.84A_L001"	"P5"
"A8_P1_MMD1.84A_L001"	"P5"
"A9_P1_MMD1.84A_L001"	"P5"
"A9_P4_MMD1.84A_L001"	"P5"
"B10_P2_MMD1.84A_L001"	"P5"
"B10_P4_MMD1.84A_L001"	"P5"
"B11_P3_MMD1.84A_L001"	"P5"
"B1_P2_MMD1.84A_L001"	"P5"
"B2_P2_MMD1.84A_L001"	"P5"
"B3_P2_MMD1.84A_L001"	"P5"
"B4_P1_MMD1.84A_L001"	"P5"
"B4_P3_MMD1.84A_L001"	"P5"
"B5_P2_MMD1.84A_L001"	"P5"
"B5_P4_MMD1.84A_L001"	"P5"
"B6_P4_MMD1.84A_L001"	"P5"
"B7_P2_MMD1.84A_L001"	"P5"
"B7_P3_MMD1.84A_L001"	"P5"
"B7_P4_MMD1.84A_L001"	"P5"
"B8_P3_MMD1.84A_L001"	"P5"
"B8_P4_MMD1.84A_L001"	"P5"
"B9_P4_MMD1.84A_L001"	"P5"
"C10_P1_MMD1.84A_L001"	"P5"
"C10_P4_MMD1.84A_L001"	"P5"
"C11_P2_MMD1.84A_L001"	"P5"
"C11_P3_MMD1.84A_L001"	"P5"
"C11_P4_MMD1.84A_L001"	"P5"
"C12_P4_MMD1.84A_L001"	"P5"
"C2_P1_MMD1.84A_L001"	"P5"
"C2_P2_MMD1.84A_L001"	"P5"
"C2_P4_MMD1.84A_L001"	"P5"
"C3_P1_MMD1.84A_L001"	"P5"
"C3_P2_MMD1.84A_L001"	"P5"
"C3_P4_MMD1.84A_L001"	"P5"
"C4_P1_MMD1.84A_L001"	"P5"
"C5_P3_MMD1.84A_L001"	"P5"
"C5_P4_MMD1.84A_L001"	"P5"
"C7_P3_MMD1.84A_L001"	"P5"
"C7_P4_MMD1.84A_L001"	"P5"
"C8_P1_MMD1.84A_L001"	"P5"
"C8_P2_MMD1.84A_L001"	"P5"
"C8_P3_MMD1.84A_L001"	"P5"
"C9_P3_MMD1.84A_L001"	"P5"
"C9_P4_MMD1.84A_L001"	"P5"
"D10_P3_MMD1.84A_L001"	"P5"
"D11_P1_MMD1.84A_L001"	"P5"
"D11_P2_MMD1.84A_L001"	"P5"
"D11_P4_MMD1.84A_L001"	"P5"
"D12_P3_MMD1.84A_L001"	"P5"
"D12_P4_MMD1.84A_L001"	"P5"
"D1_P2_MMD1.84A_L001"	"P5"
"D1_P4_MMD1.84A_L001"	"P5"
"D2_P1_MMD1.84A_L001"	"P5"
"D3_P1_MMD1.84A_L001"	"P5"
"D4_P1_MMD1.84A_L001"	"P5"
"D4_P4_MMD1.84A_L001"	"P5"
"D5_P2_MMD1.84A_L001"	"P5"
"D5_P3_MMD1.84A_L001"	"P5"
"D6_P2_MMD1.84A_L001"	"P5"
"D7_P1_MMD1.84A_L001"	"P5"
"D7_P2_MMD1.84A_L001"	"P5"
"D7_P4_MMD1.84A_L001"	"P5"
"D9_P1_MMD1.84A_L001"	"P5"
"D9_P2_MMD1.84A_L001"	"P5"
"D9_P4_MMD1.84A_L001"	"P5"
"E10_P1_MMD1.84A_L001"	"P5"
"E10_P4_MMD1.84A_L001"	"P5"
"E12_P1_MMD1.84A_L001"	"P5"
"E12_P2_MMD1.84A_L001"	"P5"
"E1_P2_MMD1.84A_L001"	"P5"
"E3_P1_MMD1.84A_L001"	"P5"
"E5_P2_MMD1.84A_L001"	"P5"
"E6_P2_MMD1.84A_L001"	"P5"
"E6_P4_MMD1.84A_L001"	"P5"
"E7_P2_MMD1.84A_L001"	"P5"
"E8_P1_MMD1.84A_L001"	"P5"
"E9_P2_MMD1.84A_L001"	"P5"
"E9_P3_MMD1.84A_L001"	"P5"
"F10_P3_MMD1.84A_L001"	"P5"
"F11_P2_MMD1.84A_L001"	"P5"
"F11_P3_MMD1.84A_L001"	"P5"
"F11_P4_MMD1.84A_L001"	"P5"
"F12_P1_MMD1.84A_L001"	"P5"
"F12_P4_MMD1.84A_L001"	"P5"
"F1_P2_MMD1.84A_L001"	"P5"
"F2_P3_MMD1.84A_L001"	"P5"
"F3_P2_MMD1.84A_L001"	"P5"
"F3_P4_MMD1.84A_L001"	"P5"
"F4_P3_MMD1.84A_L001"	"P5"
"F5_P1_MMD1.84A_L001"	"P5"
"F5_P2_MMD1.84A_L001"	"P5"
"F6_P1_MMD1.84A_L001"	"P5"
"F6_P2_MMD1.84A_L001"	"P5"
"F7_P2_MMD1.84A_L001"	"P5"
"F7_P4_MMD1.84A_L001"	"P5"
"F8_P1_MMD1.84A_L001"	"P5"
"F8_P3_MMD1.84A_L001"	"P5"
"F8_P4_MMD1.84A_L001"	"P5"
"F9_P2_MMD1.84A_L001"	"P5"
"F9_P4_MMD1.84A_L001"	"P5"
"G11_P1_MMD1.84A_L001"	"P5"
"G11_P3_MMD1.84A_L001"	"P5"
"G11_P4_MMD1.84A_L001"	"P5"
"G12_P2_MMD1.84A_L001"	"P5"
"G12_P3_MMD1.84A_L001"	"P5"
"G1_P2_MMD1.84A_L001"	"P5"
"G1_P3_MMD1.84A_L001"	"P5"
"G1_P4_MMD1.84A_L001"	"P5"
"G2_P2_MMD1.84A_L001"	"P5"
"G2_P3_MMD1.84A_L001"	"P5"
"G3_P3_MMD1.84A_L001"	"P5"
"G4_P4_MMD1.84A_L001"	"P5"
"G5_P2_MMD1.84A_L001"	"P5"
"G6_P1_MMD1.84A_L001"	"P5"
"G6_P3_MMD1.84A_L001"	"P5"
"G6_P4_MMD1.84A_L001"	"P5"
"G7_P1_MMD1.84A_L001"	"P5"
"G7_P2_MMD1.84A_L001"	"P5"
"G7_P4_MMD1.84A_L001"	"P5"
"G8_P1_MMD1.84A_L001"	"P5"
"G8_P3_MMD1.84A_L001"	"P5"
"G9_P1_MMD1.84A_L001"	"P5"
"G9_P2_MMD1.84A_L001"	"P5"
"H10_P2_MMD1.84A_L001"	"P5"
"H10_P3_MMD1.84A_L001"	"P5"
"H11_P1_MMD1.84A_L001"	"P5"
"H11_P3_MMD1.84A_L001"	"P5"
"H12_P1_MMD1.84A_L001"	"P5"
"H12_P2_MMD1.84A_L001"	"P5"
"H12_P4_MMD1.84A_L001"	"P5"
"H1_P3_MMD1.84A_L001"	"P5"
"H2_P1_MMD1.84A_L001"	"P5"
"H2_P2_MMD1.84A_L001"	"P5"
"H2_P3_MMD1.84A_L001"	"P5"
"H2_P4_MMD1.84A_L001"	"P5"
"H3_P1_MMD1.84A_L001"	"P5"
"H3_P3_MMD1.84A_L001"	"P5"
"H3_P4_MMD1.84A_L001"	"P5"
"H4_P1_MMD1.84A_L001"	"P5"
"H4_P2_MMD1.84A_L001"	"P5"
"H4_P4_MMD1.84A_L001"	"P5"
"H5_P1_MMD1.84A_L001"	"P5"
"H5_P2_MMD1.84A_L001"	"P5"
"H5_P3_MMD1.84A_L001"	"P5"
"H6_P1_MMD1.84A_L001"	"P5"
"H6_P4_MMD1.84A_L001"	"P5"
"H7_P4_MMD1.84A_L001"	"P5"
"H9_P1_MMD1.84A_L001"	"P5"
"H9_P2_MMD1.84A_L001"	"P5"
"H9_P3_MMD1.84A_L001"	"P5"
"A12_P2_M67_L001"	"P6"
"A2_P3_M67_L001"	"P6"
"A4_P2_M67_L001"	"P6"
"A5_P1_M67_L001"	"P6"
"A5_P3_M67_L001"	"P6"
"A6_P2_M67_L001"	"P6"
"A7_P2_M67_L001"	"P6"
"A7_P4_M67_L001"	"P6"
"B11_P4_M67_L001"	"P6"
"B12_P3_M67_L001"	"P6"
"B1_P1_M67_L001"	"P6"
"B1_P3_M67_L001"	"P6"
"B1_P4_M67_L001"	"P6"
"B4_P1_M67_L001"	"P6"
"B4_P4_M67_L001"	"P6"
"B6_P3_M67_L001"	"P6"
"B7_P3_M67_L001"	"P6"
"B8_P3_M67_L001"	"P6"
"C10_P1_M67_L001"	"P6"
"C1_P3_M67_L001"	"P6"
"C3_P2_M67_L001"	"P6"
"C3_P3_M67_L001"	"P6"
"C5_P4_M67_L001"	"P6"
"C7_P3_M67_L001"	"P6"
"C7_P4_M67_L001"	"P6"
"C8_P1_M67_L001"	"P6"
"C8_P2_M67_L001"	"P6"
"C9_P1_M67_L001"	"P6"
"D10_P1_M67_L001"	"P6"
"D12_P2_M67_L001"	"P6"
"D1_P1_M67_L001"	"P6"
"D2_P2_M67_L001"	"P6"
"D6_P2_M67_L001"	"P6"
"D7_P1_M67_L001"	"P6"
"D7_P2_M67_L001"	"P6"
"D8_P1_M67_L001"	"P6"
"D8_P3_M67_L001"	"P6"
"D9_P2_M67_L001"	"P6"
"E10_P2_M67_L001"	"P6"
"E11_P2_M67_L001"	"P6"
"E11_P3_M67_L001"	"P6"
"E12_P1_M67_L001"	"P6"
"E2_P4_M67_L001"	"P6"
"E7_P3_M67_L001"	"P6"
"E8_P3_M67_L001"	"P6"
"E9_P1_M67_L001"	"P6"
"F11_P1_M67_L001"	"P6"
"F2_P2_M67_L001"	"P6"
"F2_P3_M67_L001"	"P6"
"F3_P2_M67_L001"	"P6"
"F4_P4_M67_L001"	"P6"
"F6_P3_M67_L001"	"P6"
"F6_P4_M67_L001"	"P6"
"G10_P1_M67_L001"	"P6"
"G11_P2_M67_L001"	"P6"
"G1_P3_M67_L001"	"P6"
"G1_P4_M67_L001"	"P6"
"G4_P1_M67_L001"	"P6"
"G7_P1_M67_L001"	"P6"
"G8_P4_M67_L001"	"P6"
"G9_P3_M67_L001"	"P6"
"G9_P4_M67_L001"	"P6"
"H1_P1_M67_L001"	"P6"
"H1_P4_M67_L001"	"P6"
"H5_P1_M67_L001"	"P6"
"H5_P4_M67_L001"	"P6"
"H9_P2_M67_L001"	"P6"
"A10_P6_MMD2.36B_L001"	"P10"
"A10_P9_MMD2.36B_L001"	"P10"
"A11_P10_MMD2.36B_L001"	"P10"
"A11_P9_MMD2.36B_L001"	"P10"
"A12_P10_MMD2.36B_L001"	"P10"
"A12_P8_MMD2.36B_L001"	"P10"
"A2_P8_MMD2.36B_L001"	"P10"
"A3_P10_MMD2.36B_L001"	"P10"
"A3_P9_MMD2.36B_L001"	"P10"
"A4_P10_MMD2.36B_L001"	"P10"
"A4_P8_MMD2.36B_L001"	"P10"
"A4_P9_MMD2.36B_L001"	"P10"
"A6_P10_MMD2.36B_L001"	"P10"
"A6_P8_MMD2.36B_L001"	"P10"
"A8_P6_MMD2.36B_L001"	"P10"
"A9_P6_MMD2.36B_L001"	"P10"
"B10_P9_MMD2.36B_L001"	"P10"
"B11_P10_MMD2.36B_L001"	"P10"
"B12_P8_MMD2.36B_L001"	"P10"
"B12_P9_MMD2.36B_L001"	"P10"
"B1_P6_MMD2.36B_L001"	"P10"
"B2_P8_MMD2.36B_L001"	"P10"
"B3_P6_MMD2.36B_L001"	"P10"
"B3_P8_MMD2.36B_L001"	"P10"
"B6_P8_MMD2.36B_L001"	"P10"
"B9_P6_MMD2.36B_L001"	"P10"
"C10_P6_MMD2.36B_L001"	"P10"
"C10_P8_MMD2.36B_L001"	"P10"
"C10_P9_MMD2.36B_L001"	"P10"
"C12_P6_MMD2.36B_L001"	"P10"
"C1_P10_MMD2.36B_L001"	"P10"
"C1_P6_MMD2.36B_L001"	"P10"
"C2_P6_MMD2.36B_L001"	"P10"
"C5_P10_MMD2.36B_L001"	"P10"
"C6_P10_MMD2.36B_L001"	"P10"
"C6_P6_MMD2.36B_L001"	"P10"
"C8_P9_MMD2.36B_L001"	"P10"
"C9_P9_MMD2.36B_L001"	"P10"
"D11_P9_MMD2.36B_L001"	"P10"
"D12_P9_MMD2.36B_L001"	"P10"
"D1_P10_MMD2.36B_L001"	"P10"
"D1_P8_MMD2.36B_L001"	"P10"
"D2_P10_MMD2.36B_L001"	"P10"
"D3_P10_MMD2.36B_L001"	"P10"
"D3_P8_MMD2.36B_L001"	"P10"
"D3_P9_MMD2.36B_L001"	"P10"
"D4_P9_MMD2.36B_L001"	"P10"
"D5_P8_MMD2.36B_L001"	"P10"
"D7_P10_MMD2.36B_L001"	"P10"
"D7_P8_MMD2.36B_L001"	"P10"
"D9_P8_MMD2.36B_L001"	"P10"
"D9_P9_MMD2.36B_L001"	"P10"
"E10_P8_MMD2.36B_L001"	"P10"
"E10_P9_MMD2.36B_L001"	"P10"
"E11_P10_MMD2.36B_L001"	"P10"
"E12_P10_MMD2.36B_L001"	"P10"
"E12_P8_MMD2.36B_L001"	"P10"
"E12_P9_MMD2.36B_L001"	"P10"
"E1_P6_MMD2.36B_L001"	"P10"
"E2_P9_MMD2.36B_L001"	"P10"
"E4_P8_MMD2.36B_L001"	"P10"
"E4_P9_MMD2.36B_L001"	"P10"
"E5_P8_MMD2.36B_L001"	"P10"
"E5_P9_MMD2.36B_L001"	"P10"
"E6_P8_MMD2.36B_L001"	"P10"
"E7_P10_MMD2.36B_L001"	"P10"
"E8_P6_MMD2.36B_L001"	"P10"
"E9_P8_MMD2.36B_L001"	"P10"
"E9_P9_MMD2.36B_L001"	"P10"
"F10_P6_MMD2.36B_L001"	"P10"
"F11_P8_MMD2.36B_L001"	"P10"
"F11_P9_MMD2.36B_L001"	"P10"
"F3_P8_MMD2.36B_L001"	"P10"
"F4_P6_MMD2.36B_L001"	"P10"
"F4_P8_MMD2.36B_L001"	"P10"
"F6_P8_MMD2.36B_L001"	"P10"
"F8_P10_MMD2.36B_L001"	"P10"
"F9_P6_MMD2.36B_L001"	"P10"
"G10_P8_MMD2.36B_L001"	"P10"
"G11_P6_MMD2.36B_L001"	"P10"
"G11_P8_MMD2.36B_L001"	"P10"
"G12_P10_MMD2.36B_L001"	"P10"
"G12_P8_MMD2.36B_L001"	"P10"
"G3_P6_MMD2.36B_L001"	"P10"
"G3_P8_MMD2.36B_L001"	"P10"
"G3_P9_MMD2.36B_L001"	"P10"
"G4_P10_MMD2.36B_L001"	"P10"
"G4_P6_MMD2.36B_L001"	"P10"
"G5_P10_MMD2.36B_L001"	"P10"
"G5_P8_MMD2.36B_L001"	"P10"
"G7_P10_MMD2.36B_L001"	"P10"
"G7_P8_MMD2.36B_L001"	"P10"
"G8_P8_MMD2.36B_L001"	"P10"
"G8_P9_MMD2.36B_L001"	"P10"
"H10_P6_MMD2.36B_L001"	"P10"
"H11_P10_MMD2.36B_L001"	"P10"
"H11_P8_MMD2.36B_L001"	"P10"
"H12_P10_MMD2.36B_L001"	"P10"
"H12_P8_MMD2.36B_L001"	"P10"
"H1_P10_MMD2.36B_L001"	"P10"
"H1_P8_MMD2.36B_L001"	"P10"
"H2_P9_MMD2.36B_L001"	"P10"
"H4_P10_MMD2.36B_L001"	"P10"
"H5_P8_MMD2.36B_L001"	"P10"
"H5_P9_MMD2.36B_L001"	"P10"
"H8_P10_MMD2.36B_L001"	"P10"
"H8_P9_MMD2.36B_L001"	"P10"
"H9_P6_MMD2.36B_L001"	"P10"
"A10_P5_M44_L001"	"P11"
"A11_P5_M44_L001"	"P11"
"A12_P4_M44_L001"	"P11"
"A12_P5_M44_L001"	"P11"
"A2_P4_M44_L001"	"P11"
"A6_P4_M44_L001"	"P11"
"A7_P4_M44_L001"	"P11"
"A7_P5_M44_L001"	"P11"
"A8_P5_M44_L001"	"P11"
"A9_P5_M44_L001"	"P11"
"B10_P3_M44_L001"	"P11"
"B10_P5_M44_L001"	"P11"
"B11_P1_M44_L001"	"P11"
"B11_P3_M44_L001"	"P11"
"B11_P4_M44_L001"	"P11"
"B11_P5_M44_L001"	"P11"
"B12_P1_M44_L001"	"P11"
"B12_P5_M44_L001"	"P11"
"B1_P1_M44_L001"	"P11"
"B1_P4_M44_L001"	"P11"
"B1_P5_M44_L001"	"P11"
"B2_P1_M44_L001"	"P11"
"B3_P1_M44_L001"	"P11"
"B3_P4_M44_L001"	"P11"
"B3_P5_M44_L001"	"P11"
"B4_P1_M44_L001"	"P11"
"B4_P4_M44_L001"	"P11"
"B4_P5_M44_L001"	"P11"
"B5_P1_M44_L001"	"P11"
"B5_P3_M44_L001"	"P11"
"B5_P4_M44_L001"	"P11"
"B5_P5_M44_L001"	"P11"
"B6_P3_M44_L001"	"P11"
"B7_P3_M44_L001"	"P11"
"B7_P5_M44_L001"	"P11"
"B8_P3_M44_L001"	"P11"
"B8_P5_M44_L001"	"P11"
"B9_P3_M44_L001"	"P11"
"B9_P4_M44_L001"	"P11"
"B9_P5_M44_L001"	"P11"
"C10_P1_M44_L001"	"P11"
"C10_P3_M44_L001"	"P11"
"C10_P4_M44_L001"	"P11"
"C11_P1_M44_L001"	"P11"
"C11_P3_M44_L001"	"P11"
"C11_P4_M44_L001"	"P11"
"C12_P4_M44_L001"	"P11"
"C12_P5_M44_L001"	"P11"
"C1_P3_M44_L001"	"P11"
"C1_P4_M44_L001"	"P11"
"C2_P1_M44_L001"	"P11"
"C3_P1_M44_L001"	"P11"
"C3_P3_M44_L001"	"P11"
"C4_P3_M44_L001"	"P11"
"C6_P1_M44_L001"	"P11"
"C6_P3_M44_L001"	"P11"
"C7_P1_M44_L001"	"P11"
"C7_P3_M44_L001"	"P11"
"C8_P4_M44_L001"	"P11"
"C8_P5_M44_L001"	"P11"
"C9_P5_M44_L001"	"P11"
"D10_P3_M44_L001"	"P11"
"D10_P4_M44_L001"	"P11"
"D10_P5_M44_L001"	"P11"
"D11_P1_M44_L001"	"P11"
"D11_P3_M44_L001"	"P11"
"D12_P4_M44_L001"	"P11"
"D12_P5_M44_L001"	"P11"
"D1_P1_M44_L001"	"P11"
"D1_P3_M44_L001"	"P11"
"D1_P4_M44_L001"	"P11"
"D1_P5_M44_L001"	"P11"
"D2_P1_M44_L001"	"P11"
"D2_P3_M44_L001"	"P11"
"D3_P1_M44_L001"	"P11"
"D3_P4_M44_L001"	"P11"
"D4_P3_M44_L001"	"P11"
"D4_P5_M44_L001"	"P11"
"D5_P5_M44_L001"	"P11"
"D6_P1_M44_L001"	"P11"
"D6_P4_M44_L001"	"P11"
"D7_P1_M44_L001"	"P11"
"D7_P3_M44_L001"	"P11"
"D7_P4_M44_L001"	"P11"
"D7_P5_M44_L001"	"P11"
"D8_P4_M44_L001"	"P11"
"D9_P4_M44_L001"	"P11"
"D9_P5_M44_L001"	"P11"
"E10_P1_M44_L001"	"P11"
"E10_P3_M44_L001"	"P11"
"E10_P4_M44_L001"	"P11"
"E11_P1_M44_L001"	"P11"
"E11_P3_M44_L001"	"P11"
"E12_P3_M44_L001"	"P11"
"E1_P1_M44_L001"	"P11"
"E1_P3_M44_L001"	"P11"
"E1_P4_M44_L001"	"P11"
"E2_P4_M44_L001"	"P11"
"E2_P5_M44_L001"	"P11"
"E3_P4_M44_L001"	"P11"
"E3_P5_M44_L001"	"P11"
"E4_P1_M44_L001"	"P11"
"E5_P1_M44_L001"	"P11"
"E6_P1_M44_L001"	"P11"
"E6_P3_M44_L001"	"P11"
"E6_P4_M44_L001"	"P11"
"E6_P5_M44_L001"	"P11"
"E7_P3_M44_L001"	"P11"
"E7_P4_M44_L001"	"P11"
"E8_P1_M44_L001"	"P11"
"E8_P5_M44_L001"	"P11"
"E9_P1_M44_L001"	"P11"
"E9_P3_M44_L001"	"P11"
"E9_P4_M44_L001"	"P11"
"F10_P1_M44_L001"	"P11"
"F10_P3_M44_L001"	"P11"
"F10_P5_M44_L001"	"P11"
"F12_P1_M44_L001"	"P11"
"F12_P3_M44_L001"	"P11"
"F12_P4_M44_L001"	"P11"
"F12_P5_M44_L001"	"P11"
"F1_P1_M44_L001"	"P11"
"F1_P4_M44_L001"	"P11"
"F1_P5_M44_L001"	"P11"
"F2_P5_M44_L001"	"P11"
"F3_P5_M44_L001"	"P11"
"F4_P1_M44_L001"	"P11"
"F4_P3_M44_L001"	"P11"
"F4_P4_M44_L001"	"P11"
"F4_P5_M44_L001"	"P11"
"F5_P1_M44_L001"	"P11"
"F5_P3_M44_L001"	"P11"
"F5_P4_M44_L001"	"P11"
"F6_P3_M44_L001"	"P11"
"F6_P5_M44_L001"	"P11"
"F7_P3_M44_L001"	"P11"
"F7_P5_M44_L001"	"P11"
"F8_P3_M44_L001"	"P11"
"F9_P1_M44_L001"	"P11"
"F9_P4_M44_L001"	"P11"
"F9_P5_M44_L001"	"P11"
"G10_P1_M44_L001"	"P11"
"G10_P4_M44_L001"	"P11"
"G11_P3_M44_L001"	"P11"
"G11_P5_M44_L001"	"P11"
"G12_P3_M44_L001"	"P11"
"G12_P4_M44_L001"	"P11"
"G1_P1_M44_L001"	"P11"
"G1_P3_M44_L001"	"P11"
"G1_P4_M44_L001"	"P11"
"G2_P1_M44_L001"	"P11"
"G2_P3_M44_L001"	"P11"
"G2_P4_M44_L001"	"P11"
"G3_P1_M44_L001"	"P11"
"G3_P3_M44_L001"	"P11"
"G3_P4_M44_L001"	"P11"
"G4_P1_M44_L001"	"P11"
"G4_P3_M44_L001"	"P11"
"G4_P5_M44_L001"	"P11"
"G5_P1_M44_L001"	"P11"
"G5_P3_M44_L001"	"P11"
"G6_P1_M44_L001"	"P11"
"G6_P4_M44_L001"	"P11"
"G6_P5_M44_L001"	"P11"
"G7_P1_M44_L001"	"P11"
"G7_P3_M44_L001"	"P11"
"G7_P5_M44_L001"	"P11"
"G8_P3_M44_L001"	"P11"
"G9_P1_M44_L001"	"P11"
"G9_P3_M44_L001"	"P11"
"G9_P4_M44_L001"	"P11"
"H10_P3_M44_L001"	"P11"
"H10_P5_M44_L001"	"P11"
"H11_P1_M44_L001"	"P11"
"H11_P4_M44_L001"	"P11"
"H11_P5_M44_L001"	"P11"
"H12_P1_M44_L001"	"P11"
"H1_P4_M44_L001"	"P11"
"H1_P5_M44_L001"	"P11"
"H2_P1_M44_L001"	"P11"
"H2_P3_M44_L001"	"P11"
"H2_P4_M44_L001"	"P11"
"H2_P5_M44_L001"	"P11"
"H3_P1_M44_L001"	"P11"
"H3_P3_M44_L001"	"P11"
"H3_P4_M44_L001"	"P11"
"H3_P5_M44_L001"	"P11"
"H4_P1_M44_L001"	"P11"
"H4_P3_M44_L001"	"P11"
"H4_P4_M44_L001"	"P11"
"H5_P3_M44_L001"	"P11"
"H5_P4_M44_L001"	"P11"
"H5_P5_M44_L001"	"P11"
"H6_P1_M44_L001"	"P11"
"H6_P3_M44_L001"	"P11"
"H6_P5_M44_L001"	"P11"
"H7_P3_M44_L001"	"P11"
"H8_P4_M44_L001"	"P11"
"H9_P3_M44_L001"	"P11"
"H9_P4_M44_L001"	"P11"
"H9_P5_M44_L001"	"P11"
"A10_P1_M71_L001"	"P12"
"A10_P2_M71_L001"	"P12"
"A10_P3_M71_L001"	"P12"
"A10_P4_M71_L001"	"P12"
"A11_P2_M71_L001"	"P12"
"A11_P3_M71_L001"	"P12"
"A12_P1_M71_L001"	"P12"
"A12_P2_M71_L001"	"P12"
"A12_P3_M71_L001"	"P12"
"A2_P1_M71_L001"	"P12"
"A2_P2_M71_L001"	"P12"
"A2_P3_M71_L001"	"P12"
"A3_P2_M71_L001"	"P12"
"A4_P1_M71_L001"	"P12"
"A4_P2_M71_L001"	"P12"
"A4_P3_M71_L001"	"P12"
"A4_P4_M71_L001"	"P12"
"A5_P2_M71_L001"	"P12"
"A5_P3_M71_L001"	"P12"
"A5_P4_M71_L001"	"P12"
"A6_P2_M71_L001"	"P12"
"A6_P3_M71_L001"	"P12"
"A7_P1_M71_L001"	"P12"
"A7_P2_M71_L001"	"P12"
"A7_P4_M71_L001"	"P12"
"A8_P2_M71_L001"	"P12"
"A8_P3_M71_L001"	"P12"
"A9_P1_M71_L001"	"P12"
"A9_P2_M71_L001"	"P12"
"A9_P4_M71_L001"	"P12"
"B10_P1_M71_L001"	"P12"
"B10_P2_M71_L001"	"P12"
"B10_P3_M71_L001"	"P12"
"B11_P1_M71_L001"	"P12"
"B11_P2_M71_L001"	"P12"
"B11_P3_M71_L001"	"P12"
"B11_P4_M71_L001"	"P12"
"B12_P1_M71_L001"	"P12"
"B12_P3_M71_L001"	"P12"
"B12_P4_M71_L001"	"P12"
"B1_P1_M71_L001"	"P12"
"B1_P2_M71_L001"	"P12"
"B2_P1_M71_L001"	"P12"
"B2_P2_M71_L001"	"P12"
"B2_P3_M71_L001"	"P12"
"B2_P4_M71_L001"	"P12"
"B3_P2_M71_L001"	"P12"
"B3_P4_M71_L001"	"P12"
"B4_P1_M71_L001"	"P12"
"B4_P2_M71_L001"	"P12"
"B5_P2_M71_L001"	"P12"
"B5_P3_M71_L001"	"P12"
"B5_P4_M71_L001"	"P12"
"B6_P2_M71_L001"	"P12"
"B6_P3_M71_L001"	"P12"
"B6_P4_M71_L001"	"P12"
"B7_P1_M71_L001"	"P12"
"B7_P3_M71_L001"	"P12"
"B7_P4_M71_L001"	"P12"
"B8_P1_M71_L001"	"P12"
"B8_P2_M71_L001"	"P12"
"B8_P3_M71_L001"	"P12"
"B8_P4_M71_L001"	"P12"
"B9_P1_M71_L001"	"P12"
"B9_P4_M71_L001"	"P12"
"C10_P1_M71_L001"	"P12"
"C10_P2_M71_L001"	"P12"
"C11_P1_M71_L001"	"P12"
"C12_P1_M71_L001"	"P12"
"C12_P2_M71_L001"	"P12"
"C12_P3_M71_L001"	"P12"
"C12_P4_M71_L001"	"P12"
"C1_P1_M71_L001"	"P12"
"C1_P2_M71_L001"	"P12"
"C1_P3_M71_L001"	"P12"
"C1_P4_M71_L001"	"P12"
"C2_P1_M71_L001"	"P12"
"C2_P2_M71_L001"	"P12"
"C2_P3_M71_L001"	"P12"
"C2_P4_M71_L001"	"P12"
"C3_P1_M71_L001"	"P12"
"C3_P2_M71_L001"	"P12"
"C3_P3_M71_L001"	"P12"
"C4_P1_M71_L001"	"P12"
"C4_P2_M71_L001"	"P12"
"C4_P3_M71_L001"	"P12"
"C5_P1_M71_L001"	"P12"
"C5_P2_M71_L001"	"P12"
"C5_P3_M71_L001"	"P12"
"C6_P1_M71_L001"	"P12"
"C7_P1_M71_L001"	"P12"
"C7_P2_M71_L001"	"P12"
"C8_P2_M71_L001"	"P12"
