Cells	Patients
F3_P3_MMD9_L001	P17
F4_P1_MMD9_L001	P17
F4_P3_MMD9_L001	P17
F5_P1_MMD9_L001	P17
F5_P2_MMD9_L001	P17
F5_P3_MMD9_L001	P17
F5_P5_MMD9_L001	P17
F6_P1_MMD9_L001	P17
F6_P2_MMD9_L001	P17
F8_P2_MMD9_L001	P17
F8_P3_MMD9_L001	P17
F9_P3_MMD9_L001	P17
F9_P5_MMD9_L001	P17
G11_P3_MMD9_L001	P17
G11_P5_MMD9_L001	P17
G12_P1_MMD9_L001	P17
G12_P2_MMD9_L001	P17
G12_P5_MMD9_L001	P17
G1_P1_MMD9_L001	P17
G1_P2_MMD9_L001	P17
G1_P3_MMD9_L001	P17
G1_P5_MMD9_L001	P17
G2_P2_MMD9_L001	P17
G2_P3_MMD9_L001	P17
G3_P1_MMD9_L001	P17
G3_P2_MMD9_L001	P17
G3_P3_MMD9_L001	P17
G3_P5_MMD9_L001	P17
G4_P1_MMD9_L001	P17
G4_P2_MMD9_L001	P17
G4_P5_MMD9_L001	P17
G5_P1_MMD9_L001	P17
G5_P2_MMD9_L001	P17
G5_P3_MMD9_L001	P17
G5_P5_MMD9_L001	P17
G6_P1_MMD9_L001	P17
G6_P2_MMD9_L001	P17
G6_P5_MMD9_L001	P17
G7_P3_MMD9_L001	P17
G8_P1_MMD9_L001	P17
G8_P3_MMD9_L001	P17
G8_P5_MMD9_L001	P17
G9_P1_MMD9_L001	P17
G9_P2_MMD9_L001	P17
H10_P1_MMD9_L001	P17
H10_P2_MMD9_L001	P17
H10_P5_MMD9_L001	P17
H12_P3_MMD9_L001	P17
H1_P1_MMD9_L001	P17
H1_P3_MMD9_L001	P17
H1_P5_MMD9_L001	P17
H2_P2_MMD9_L001	P17
H3_P2_MMD9_L001	P17
H3_P3_MMD9_L001	P17
H3_P5_MMD9_L001	P17
H5_P2_MMD9_L001	P17
H5_P5_MMD9_L001	P17
H7_P5_MMD9_L001	P17
H8_P2_MMD9_L001	P17
A10_P1_MMD7_L001	P19
A10_P2_MMD7_L001	P19
A12_P3_MMD7_L001	P19
A4_P3_MMD7_L001	P19
A8_P3_MMD7_L001	P19
B10_P4_MMD7_L001	P19
B11_P3_MMD7_L001	P19
B12_P1_MMD7_L001	P19
B1_P1_MMD7_L001	P19
B1_P3_MMD7_L001	P19
B3_P1_MMD7_L001	P19
B3_P3_MMD7_L001	P19
B5_P1_MMD7_L001	P19
B5_P3_MMD7_L001	P19
B8_P4_MMD7_L001	P19
C10_P2_MMD7_L001	P19
C1_P1_MMD7_L001	P19
C1_P2_MMD7_L001	P19
C2_P4_MMD7_L001	P19
C3_P1_MMD7_L001	P19
C3_P3_MMD7_L001	P19
C3_P4_MMD7_L001	P19
C4_P3_MMD7_L001	P19
C7_P2_MMD7_L001	P19
C7_P3_MMD7_L001	P19
C9_P3_MMD7_L001	P19
D11_P3_MMD7_L001	P19
D12_P2_MMD7_L001	P19
D1_P1_MMD7_L001	P19
D1_P2_MMD7_L001	P19
D2_P2_MMD7_L001	P19
D2_P3_MMD7_L001	P19
D3_P3_MMD7_L001	P19
D3_P4_MMD7_L001	P19
D4_P4_MMD7_L001	P19
D5_P3_MMD7_L001	P19
D5_P4_MMD7_L001	P19
D6_P3_MMD7_L001	P19
D8_P2_MMD7_L001	P19
D8_P3_MMD7_L001	P19
E10_P2_MMD7_L001	P19
E11_P4_MMD7_L001	P19
E12_P4_MMD7_L001	P19
E2_P3_MMD7_L001	P19
E3_P3_MMD7_L001	P19
E4_P1_MMD7_L001	P19
E5_P3_MMD7_L001	P19
E6_P4_MMD7_L001	P19
E7_P1_MMD7_L001	P19
E9_P2_MMD7_L001	P19
F11_P4_MMD7_L001	P19
F1_P1_MMD7_L001	P19
F2_P4_MMD7_L001	P19
F3_P2_MMD7_L001	P19
F3_P3_MMD7_L001	P19
F4_P2_MMD7_L001	P19
F4_P3_MMD7_L001	P19
F5_P4_MMD7_L001	P19
F6_P4_MMD7_L001	P19
F9_P2_MMD7_L001	P19
G11_P1_MMD7_L001	P19
G5_P1_MMD7_L001	P19
G6_P2_MMD7_L001	P19
G6_P4_MMD7_L001	P19
G7_P1_MMD7_L001	P19
G7_P2_MMD7_L001	P19
G8_P4_MMD7_L001	P19
G9_P1_MMD7_L001	P19
G9_P4_MMD7_L001	P19
H10_P1_MMD7_L001	P19
H11_P3_MMD7_L001	P19
H1_P2_MMD7_L001	P19
H3_P3_MMD7_L001	P19
H4_P4_MMD7_L001	P19
H5_P3_MMD7_L001	P19
H7_P4_MMD7_L001	P19
H8_P3_MMD7_L001	P19
H8_P4_MMD7_L001	P19
H9_P1_MMD7_L001	P19
H9_P3_MMD7_L001	P19
A10_P6_M51_L001	P21
A4_P2_M51_L001	P21
A4_P6_M51_L001	P21
A6_P1_M51_L001	P21
A7_P1_M51_L001	P21
A8_P2_M51_L001	P21
B12_P2_M51_L001	P21
B1_P2_M51_L001	P21
B2_P2_M51_L001	P21
B2_P6_M51_L001	P21
B5_P1_M51_L001	P21
B6_P2_M51_L001	P21
B9_P2_M51_L001	P21
C10_P1_M51_L001	P21
C11_P6_M51_L001	P21
C2_P1_M51_L001	P21
C7_P1_M51_L001	P21
C8_P1_M51_L001	P21
C8_P6_M51_L001	P21
C9_P1_M51_L001	P21
C9_P6_M51_L001	P21
D7_P1_M51_L001	P21
D7_P2_M51_L001	P21
E11_P1_M51_L001	P21
E1_P1_M51_L001	P21
E5_P1_M51_L001	P21
E8_P2_M51_L001	P21
F10_P1_M51_L001	P21
F1_P2_M51_L001	P21
F3_P6_M51_L001	P21
F6_P1_M51_L001	P21
F7_P2_M51_L001	P21
G2_P6_M51_L001	P21
G5_P2_M51_L001	P21
G6_P2_M51_L001	P21
G7_P2_M51_L001	P21
G7_P6_M51_L001	P21
H10_P2_M51_L001	P21
H1_P6_M51_L001	P21
H9_P2_M51_L001	P21
C2_P7_MMD9_L001_myeloid_enriched	P17
A10_P9_M47_T_enriched	P4
A1_P9_M47_T_enriched	P4
A5_P8_M47_T_enriched	P4
A6_P7_M47_T_enriched	P4
A8_P7_M47_T_enriched	P4
B1_P8_M47_T_enriched	P4
B1_P9_M47_T_enriched	P4
B2_P7_M47_T_enriched	P4
B7_P8_M47_T_enriched	P4
C12_P8_M47_T_enriched	P4
C2_P7_M47_T_enriched	P4
C3_P8_M47_T_enriched	P4
C3_P9_M47_T_enriched	P4
C5_P9_M47_T_enriched	P4
C8_P7_M47_T_enriched	P4
D10_P9_M47_T_enriched	P4
D3_P8_M47_T_enriched	P4
D6_P9_M47_T_enriched	P4
D7_P8_M47_T_enriched	P4
D8_P8_M47_T_enriched	P4
E11_P7_M47_T_enriched	P4
F12_P7_M47_T_enriched	P4
F1_P7_M47_T_enriched	P4
F3_P8_M47_T_enriched	P4
F4_P9_M47_T_enriched	P4
F6_P8_M47_T_enriched	P4
F9_P9_M47_T_enriched	P4
G12_P9_M47_T_enriched	P4
G2_P7_M47_T_enriched	P4
G5_P8_M47_T_enriched	P4
G5_P9_M47_T_enriched	P4
H7_P8_M47_T_enriched	P4
H9_P9_M47_T_enriched	P4
A12_P8_MMD5_T_enriched	P8
D10_P8_MMD5_T_enriched	P8
D11_P8_MMD5_T_enriched	P8
D7_P8_MMD5_T_enriched	P8
E11_P8_MMD5_T_enriched	P8
G8_P8_MMD5_T_enriched	P8
G9_P8_MMD5_T_enriched	P8
H12_P8_MMD5_T_enriched	P8
